request_key,request_id,property_key,request_type_key,category,subcategory,owning_team,request_date,resolved_date,created_hour_ist,day_part_ist,priority,status,channel,sla_minutes,resolution_minutes,first_response_minutes,is_sla_breached,reopened_count,csat_score
936,SR0000944,2,5,Maintenance,Hot water,maintenance,2025-08-25,2025-08-25,12,afternoon,P1,closed,app,90,89,19.0,False,0,
937,SR0000945,2,1,Housekeeping,Room not cleaned,housekeeping,2025-09-27,2025-09-27,8,morning,P2,closed,phone,60,66,11.0,True,0,
938,SR0000946,2,8,Front Desk,Late check-in,front_office,2025-10-09,2025-10-09,18,evening,P2,closed,phone,30,5,1.0,False,0,4.0
939,SR0000947,2,7,Maintenance,Plumbing,maintenance,2025-10-13,2025-10-13,12,afternoon,P2,closed,app,180,235,28.0,True,0,
940,SR0000948,2,6,Maintenance,Wi-Fi down,maintenance,2025-10-14,2025-10-14,9,morning,P1,closed,whatsapp,60,68,24.0,True,1,
941,SR0000949,2,10,Billing,Incorrect folio,front_office,2025-10-27,2025-10-27,4,overnight,P2,closed,front_desk,240,39,15.0,False,0,
942,SR0000950,2,10,Billing,Incorrect folio,front_office,2025-10-29,2025-10-29,8,morning,P2,closed,phone,240,130,39.0,False,0,
943,SR0000951,2,4,Maintenance,AC not cooling,maintenance,2025-11-03,2025-11-03,11,morning,P1,closed,whatsapp,120,144,36.0,True,0,
944,SR0000952,2,5,Maintenance,Hot water,maintenance,2025-12-01,2025-12-01,20,evening,P1,closed,whatsapp,90,32,10.0,False,0,
945,SR0000953,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-12-03,2025-12-03,9,morning,P3,closed,front_desk,45,27,8.0,False,0,
946,SR0000954,2,7,Maintenance,Plumbing,maintenance,2025-12-04,2025-12-04,15,afternoon,P2,closed,phone,180,122,20.0,False,0,4.0
947,SR0000955,2,10,Billing,Incorrect folio,front_office,2025-12-06,2025-12-06,16,afternoon,P2,closed,app,240,208,45.0,False,0,
948,SR0000956,2,6,Maintenance,Wi-Fi down,maintenance,2025-12-16,2025-12-16,15,afternoon,P1,closed,whatsapp,60,29,8.0,False,0,4.0
949,SR0000957,2,6,Maintenance,Wi-Fi down,maintenance,2025-12-30,2025-12-30,23,evening,P1,closed,front_desk,60,10,2.0,False,0,5.0
950,SR0000958,2,3,Housekeeping,Late checkout clean,housekeeping,2026-01-09,2026-01-09,15,afternoon,P2,closed,front_desk,90,57,19.0,False,1,
951,SR0000959,2,7,Maintenance,Plumbing,maintenance,2026-01-10,2026-01-10,13,afternoon,P2,closed,app,180,130,34.0,False,0,4.0
952,SR0000960,2,8,Front Desk,Late check-in,front_office,2026-01-31,2026-01-31,7,morning,P2,closed,phone,30,32,5.0,True,0,
953,SR0000961,2,5,Maintenance,Hot water,maintenance,2026-02-03,2026-02-03,14,afternoon,P1,closed,whatsapp,90,46,7.0,False,0,5.0
954,SR0000962,2,4,Maintenance,AC not cooling,maintenance,2026-02-08,2026-02-08,16,afternoon,P1,closed,front_desk,120,79,25.0,False,1,
955,SR0000963,2,10,Billing,Incorrect folio,front_office,2026-02-25,2026-02-25,13,afternoon,P2,closed,front_desk,240,53,5.0,False,0,5.0
956,SR0000964,2,4,Maintenance,AC not cooling,maintenance,2026-02-27,2026-02-27,15,afternoon,P1,closed,front_desk,120,58,15.0,False,0,
957,SR0000965,2,8,Front Desk,Late check-in,front_office,2026-03-02,2026-03-02,11,morning,P2,closed,front_desk,30,4,1.0,False,0,
958,SR0000966,2,6,Maintenance,Wi-Fi down,maintenance,2026-03-10,2026-03-10,23,evening,P1,closed,phone,60,28,3.0,False,0,
959,SR0000967,2,8,Front Desk,Late check-in,front_office,2026-03-14,2026-03-14,22,evening,P2,closed,front_desk,30,29,8.0,False,0,
960,SR0000968,2,10,Billing,Incorrect folio,front_office,2026-03-18,2026-03-18,11,morning,P2,closed,front_desk,240,252,72.0,True,0,
961,SR0000969,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-04-05,2026-04-05,23,evening,P3,closed,phone,45,4,1.0,False,0,
962,SR0000970,2,6,Maintenance,Wi-Fi down,maintenance,2026-04-13,2026-04-13,4,overnight,P1,closed,whatsapp,60,18,1.0,False,0,
963,SR0000971,2,6,Maintenance,Wi-Fi down,maintenance,2026-04-14,2026-04-14,6,morning,P1,closed,front_desk,60,96,13.0,True,0,
964,SR0000972,2,4,Maintenance,AC not cooling,maintenance,2026-04-30,2026-04-30,3,overnight,P1,closed,front_desk,120,119,9.0,False,0,
965,SR0000973,2,5,Maintenance,Hot water,maintenance,2026-05-03,2026-05-03,13,afternoon,P1,closed,phone,90,138,22.0,True,0,
966,SR0000974,2,5,Maintenance,Hot water,maintenance,2026-05-12,2026-05-12,12,afternoon,P1,closed,whatsapp,90,11,1.0,False,0,
967,SR0000975,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-05-13,2026-05-13,11,morning,P3,closed,whatsapp,45,35,7.0,False,0,4.0
968,SR0000976,2,8,Front Desk,Late check-in,front_office,2026-05-28,2026-05-28,14,afternoon,P2,closed,whatsapp,30,30,6.0,False,0,3.0
969,SR0000977,2,5,Maintenance,Hot water,maintenance,2026-06-30,2026-06-30,14,afternoon,P1,closed,app,90,47,15.0,False,0,
970,SR0000978,2,6,Maintenance,Wi-Fi down,maintenance,2026-07-15,2026-07-15,17,afternoon,P1,closed,front_desk,60,29,6.0,False,0,5.0
971,SR0000979,2,7,Maintenance,Plumbing,maintenance,2026-07-18,2026-07-19,23,evening,P2,closed,whatsapp,180,59,6.0,False,0,3.0
972,SR0000980,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-08-02,2026-08-02,15,afternoon,P3,closed,phone,45,24,3.0,False,0,
973,SR0000981,2,3,Housekeeping,Late checkout clean,housekeeping,2026-08-08,2026-08-08,13,afternoon,P2,closed,phone,90,61,23.0,False,0,5.0
974,SR0000982,2,1,Housekeeping,Room not cleaned,housekeeping,2025-02-01,2025-02-01,4,overnight,P2,closed,whatsapp,60,16,1.0,False,0,4.0
975,SR0000983,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-02-13,2025-02-13,15,afternoon,P3,closed,phone,45,36,3.0,False,0,
976,SR0000984,2,4,Maintenance,AC not cooling,maintenance,2025-02-24,2025-02-25,23,evening,P1,closed,whatsapp,120,97,8.0,False,0,4.0
977,SR0000985,2,10,Billing,Incorrect folio,front_office,2025-03-12,2025-03-12,11,morning,P2,closed,phone,240,192,74.0,False,0,
978,SR0000986,2,5,Maintenance,Hot water,maintenance,2025-03-13,2025-03-13,13,afternoon,P1,closed,whatsapp,90,71,8.0,False,0,
979,SR0000987,2,6,Maintenance,Wi-Fi down,maintenance,2025-03-29,2025-03-29,11,morning,P1,closed,phone,60,33,10.0,False,0,
980,SR0000988,2,10,Billing,Incorrect folio,front_office,2025-03-31,2025-03-31,15,afternoon,P2,closed,whatsapp,240,106,15.0,False,0,
981,SR0000989,2,8,Front Desk,Late check-in,front_office,2025-04-06,2025-04-06,21,evening,P2,closed,front_desk,30,24,8.0,False,1,5.0
982,SR0000990,2,4,Maintenance,AC not cooling,maintenance,2025-04-16,2025-04-16,19,evening,P1,closed,front_desk,120,57,9.0,False,0,
983,SR0000991,2,6,Maintenance,Wi-Fi down,maintenance,2025-04-17,2025-04-17,18,evening,P1,closed,whatsapp,60,43,7.0,False,0,
984,SR0000992,2,1,Housekeeping,Room not cleaned,housekeeping,2025-04-26,2025-04-26,6,morning,P2,closed,front_desk,60,6,1.0,False,0,
985,SR0000993,2,4,Maintenance,AC not cooling,maintenance,2025-05-03,2025-05-03,15,afternoon,P1,closed,app,120,34,10.0,False,0,
986,SR0000994,2,1,Housekeeping,Room not cleaned,housekeeping,2025-05-13,2025-05-13,22,evening,P2,closed,whatsapp,60,13,3.0,False,0,
987,SR0000995,2,7,Maintenance,Plumbing,maintenance,2025-05-25,2025-05-25,11,morning,P2,closed,whatsapp,180,245,29.0,True,0,4.0
988,SR0000996,2,4,Maintenance,AC not cooling,maintenance,2025-06-18,2025-06-18,6,morning,P1,closed,whatsapp,120,91,27.0,False,0,
989,SR0000997,2,6,Maintenance,Wi-Fi down,maintenance,2025-06-21,2025-06-21,17,afternoon,P1,closed,phone,60,4,1.0,False,0,
990,SR0000998,2,8,Front Desk,Late check-in,front_office,2025-06-29,2025-06-29,14,afternoon,P2,closed,front_desk,30,6,1.0,False,0,
991,SR0000999,2,9,Front Desk,Key/access issue,front_office,2025-07-14,2025-07-14,9,morning,P1,closed,phone,30,4,1.0,False,0,
992,SR0001000,2,3,Housekeeping,Late checkout clean,housekeeping,2025-07-16,2025-07-16,19,evening,P2,closed,phone,90,45,10.0,False,0,
993,SR0001001,2,7,Maintenance,Plumbing,maintenance,2025-07-22,2025-07-22,9,morning,P2,closed,whatsapp,180,111,31.0,False,0,4.0
994,SR0001002,2,5,Maintenance,Hot water,maintenance,2025-07-24,2025-07-24,13,afternoon,P1,closed,front_desk,90,130,47.0,True,0,
995,SR0001003,2,4,Maintenance,AC not cooling,maintenance,2025-08-07,2025-08-07,13,afternoon,P1,closed,whatsapp,120,17,2.0,False,0,5.0
996,SR0001004,2,9,Front Desk,Key/access issue,front_office,2025-08-09,2025-08-09,16,afternoon,P1,closed,whatsapp,30,17,1.0,False,0,
997,SR0001005,2,4,Maintenance,AC not cooling,maintenance,2025-08-20,2025-08-20,3,overnight,P1,closed,phone,120,75,16.0,False,0,
998,SR0001006,2,1,Housekeeping,Room not cleaned,housekeeping,2025-08-22,2025-08-22,17,afternoon,P2,closed,phone,60,35,9.0,False,0,
999,SR0001007,2,10,Billing,Incorrect folio,front_office,2025-08-31,2025-09-01,22,evening,P2,closed,whatsapp,240,264,90.0,True,0,3.0
1000,SR0001008,2,6,Maintenance,Wi-Fi down,maintenance,2025-10-03,2025-10-03,17,afternoon,P1,closed,whatsapp,60,12,4.0,False,0,4.0
1001,SR0001009,2,10,Billing,Incorrect folio,front_office,2025-10-11,2025-10-12,22,evening,P2,closed,whatsapp,240,115,10.0,False,0,
1002,SR0001010,2,3,Housekeeping,Late checkout clean,housekeeping,2025-10-28,2025-10-28,14,afternoon,P2,closed,front_desk,90,54,10.0,False,0,4.0
1003,SR0001011,2,1,Housekeeping,Room not cleaned,housekeeping,2025-11-05,2025-11-05,8,morning,P2,closed,whatsapp,60,33,2.0,False,0,
1004,SR0001012,2,4,Maintenance,AC not cooling,maintenance,2025-11-06,2025-11-06,15,afternoon,P1,closed,whatsapp,120,95,14.0,False,0,
1005,SR0001013,2,7,Maintenance,Plumbing,maintenance,2025-11-11,2025-11-11,17,afternoon,P2,closed,front_desk,180,79,21.0,False,0,
1006,SR0001014,2,8,Front Desk,Late check-in,front_office,2025-11-17,2025-11-17,20,evening,P2,closed,front_desk,30,14,3.0,False,0,
1007,SR0001015,2,4,Maintenance,AC not cooling,maintenance,2025-11-24,2025-11-24,14,afternoon,P1,closed,front_desk,120,41,13.0,False,0,
1008,SR0001016,2,5,Maintenance,Hot water,maintenance,2025-12-04,2025-12-04,12,afternoon,P1,closed,whatsapp,90,42,8.0,False,0,
1009,SR0001017,2,5,Maintenance,Hot water,maintenance,2025-12-11,2025-12-11,20,evening,P1,closed,phone,90,8,1.0,False,1,5.0
1010,SR0001018,2,3,Housekeeping,Late checkout clean,housekeeping,2025-12-12,2025-12-12,14,afternoon,P2,closed,whatsapp,90,96,21.0,True,0,
1011,SR0001019,2,7,Maintenance,Plumbing,maintenance,2025-12-13,2025-12-13,6,morning,P2,closed,whatsapp,180,159,24.0,False,0,
1012,SR0001020,2,10,Billing,Incorrect folio,front_office,2025-12-15,2025-12-15,19,evening,P2,closed,phone,240,155,12.0,False,0,
1013,SR0001021,2,1,Housekeeping,Room not cleaned,housekeeping,2025-12-18,2025-12-18,15,afternoon,P2,closed,phone,60,42,11.0,False,0,
1014,SR0001022,2,9,Front Desk,Key/access issue,front_office,2025-12-21,2025-12-21,19,evening,P1,closed,whatsapp,30,52,19.0,True,0,3.0
1015,SR0001023,2,9,Front Desk,Key/access issue,front_office,2025-12-22,2025-12-23,23,evening,P1,closed,app,30,25,2.0,False,0,4.0
1016,SR0001024,2,1,Housekeeping,Room not cleaned,housekeeping,2026-01-06,2026-01-06,22,evening,P2,closed,whatsapp,60,40,11.0,False,0,
1017,SR0001025,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-01-09,2026-01-09,13,afternoon,P3,closed,front_desk,45,6,1.0,False,0,
1018,SR0001026,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-01-22,2026-01-22,16,afternoon,P3,closed,whatsapp,45,4,1.0,False,0,
1019,SR0001027,2,3,Housekeeping,Late checkout clean,housekeeping,2026-01-26,2026-01-26,17,afternoon,P2,closed,whatsapp,90,63,14.0,False,0,4.0
1020,SR0001028,2,5,Maintenance,Hot water,maintenance,2026-01-27,2026-01-27,6,morning,P1,closed,phone,90,77,17.0,False,0,
1021,SR0001029,2,7,Maintenance,Plumbing,maintenance,2026-02-08,2026-02-08,15,afternoon,P2,closed,front_desk,180,89,11.0,False,0,
1022,SR0001030,2,1,Housekeeping,Room not cleaned,housekeeping,2026-02-13,2026-02-13,16,afternoon,P2,closed,whatsapp,60,34,2.0,False,0,
1023,SR0001031,2,1,Housekeeping,Room not cleaned,housekeeping,2026-03-24,2026-03-24,18,evening,P2,closed,phone,60,30,4.0,False,1,
1024,SR0001032,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-04-14,2026-04-14,16,afternoon,P3,closed,whatsapp,45,36,5.0,False,0,
1025,SR0001033,2,8,Front Desk,Late check-in,front_office,2026-04-20,2026-04-20,8,morning,P2,closed,whatsapp,30,4,1.0,False,1,4.0
1026,SR0001034,2,1,Housekeeping,Room not cleaned,housekeeping,2026-04-25,2026-04-25,21,evening,P2,closed,whatsapp,60,100,34.0,True,0,3.0
1027,SR0001035,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-04-28,2026-04-28,4,overnight,P3,closed,app,45,35,11.0,False,0,
1028,SR0001036,2,4,Maintenance,AC not cooling,maintenance,2026-05-11,2026-05-11,9,morning,P1,closed,app,120,195,59.0,True,0,2.0
1029,SR0001037,2,8,Front Desk,Late check-in,front_office,2026-05-25,2026-05-25,20,evening,P2,closed,whatsapp,30,7,2.0,False,0,4.0
1030,SR0001038,2,10,Billing,Incorrect folio,front_office,2026-06-06,2026-06-06,13,afternoon,P2,closed,whatsapp,240,200,61.0,False,0,
1031,SR0001039,2,4,Maintenance,AC not cooling,maintenance,2026-06-11,2026-06-11,13,afternoon,P1,closed,whatsapp,120,4,1.0,False,0,
1032,SR0001040,2,3,Housekeeping,Late checkout clean,housekeeping,2026-06-14,2026-06-14,10,morning,P2,closed,whatsapp,90,26,4.0,False,0,
1033,SR0001041,2,5,Maintenance,Hot water,maintenance,2026-06-15,2026-06-15,21,evening,P1,closed,whatsapp,90,54,15.0,False,0,
1034,SR0001042,2,8,Front Desk,Late check-in,front_office,2026-06-16,2026-06-16,15,afternoon,P2,closed,whatsapp,30,21,6.0,False,0,
1035,SR0001043,2,8,Front Desk,Late check-in,front_office,2026-06-19,2026-06-19,9,morning,P2,closed,front_desk,30,11,1.0,False,0,
1036,SR0001044,2,7,Maintenance,Plumbing,maintenance,2026-07-02,2026-07-02,13,afternoon,P2,closed,app,180,97,38.0,False,0,4.0
1037,SR0001045,2,8,Front Desk,Late check-in,front_office,2026-07-17,2026-07-17,15,afternoon,P2,closed,front_desk,30,39,4.0,True,0,4.0
1038,SR0001046,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-07-25,2026-07-25,19,evening,P3,closed,whatsapp,45,85,31.0,True,0,3.0
1039,SR0001047,2,5,Maintenance,Hot water,maintenance,2026-08-08,2026-08-08,17,afternoon,P1,closed,whatsapp,90,79,19.0,False,0,
1040,SR0001048,2,9,Front Desk,Key/access issue,front_office,2025-02-06,2025-02-06,2,overnight,P1,closed,whatsapp,30,20,6.0,False,0,4.0
1041,SR0001049,2,8,Front Desk,Late check-in,front_office,2025-02-07,2025-02-07,13,afternoon,P2,closed,front_desk,30,65,7.0,True,0,3.0
1042,SR0001050,2,6,Maintenance,Wi-Fi down,maintenance,2025-03-13,2025-03-13,11,morning,P1,closed,app,60,15,5.0,False,0,
1043,SR0001051,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-03-18,2025-03-18,14,afternoon,P3,closed,whatsapp,45,16,3.0,False,0,
1044,SR0001052,2,7,Maintenance,Plumbing,maintenance,2025-03-22,2025-03-22,15,afternoon,P2,closed,phone,180,109,25.0,False,0,
1045,SR0001053,2,8,Front Desk,Late check-in,front_office,2025-05-03,2025-05-03,8,morning,P2,closed,phone,30,22,5.0,False,0,5.0
1046,SR0001054,2,7,Maintenance,Plumbing,maintenance,2025-05-22,2025-05-22,19,evening,P2,closed,email,180,133,43.0,False,0,
1047,SR0001055,2,3,Housekeeping,Late checkout clean,housekeeping,2025-06-08,2025-06-08,8,morning,P2,closed,phone,90,12,2.0,False,0,
1048,SR0001056,2,1,Housekeeping,Room not cleaned,housekeeping,2025-06-10,2025-06-10,14,afternoon,P2,closed,phone,60,9,2.0,False,0,3.0
1049,SR0001057,2,10,Billing,Incorrect folio,front_office,2025-06-16,2025-06-16,8,morning,P2,closed,whatsapp,240,18,2.0,False,0,
1050,SR0001058,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-06-22,2025-06-22,13,afternoon,P3,closed,whatsapp,45,30,11.0,False,0,5.0
1051,SR0001059,2,7,Maintenance,Plumbing,maintenance,2025-07-02,2025-07-02,12,afternoon,P2,closed,phone,180,150,19.0,False,1,
1052,SR0001060,2,10,Billing,Incorrect folio,front_office,2025-07-18,2025-07-18,19,evening,P2,closed,app,240,103,31.0,False,0,
1053,SR0001061,2,9,Front Desk,Key/access issue,front_office,2025-07-22,2025-07-22,13,afternoon,P1,closed,app,30,9,1.0,False,0,
1054,SR0001062,2,1,Housekeeping,Room not cleaned,housekeeping,2025-07-24,2025-07-24,18,evening,P2,closed,phone,60,34,12.0,False,0,5.0
1055,SR0001063,2,7,Maintenance,Plumbing,maintenance,2025-08-20,2025-08-20,16,afternoon,P2,closed,email,180,77,15.0,False,0,5.0
1056,SR0001064,2,1,Housekeeping,Room not cleaned,housekeeping,2025-08-26,2025-08-26,14,afternoon,P2,closed,app,60,18,6.0,False,0,
1057,SR0001065,2,7,Maintenance,Plumbing,maintenance,2025-09-09,2025-09-09,21,evening,P2,closed,whatsapp,180,66,16.0,False,0,5.0
1058,SR0001066,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-09-10,2025-09-10,12,afternoon,P3,closed,whatsapp,45,50,10.0,True,0,
1059,SR0001067,2,7,Maintenance,Plumbing,maintenance,2025-09-20,2025-09-20,9,morning,P2,closed,front_desk,180,12,4.0,False,0,
1060,SR0001068,2,3,Housekeeping,Late checkout clean,housekeeping,2025-09-23,2025-09-23,11,morning,P2,closed,whatsapp,90,50,11.0,False,0,5.0
1061,SR0001069,2,7,Maintenance,Plumbing,maintenance,2025-10-02,2025-10-02,17,afternoon,P2,closed,whatsapp,180,6,2.0,False,0,
1062,SR0001070,2,3,Housekeeping,Late checkout clean,housekeeping,2025-10-07,2025-10-07,11,morning,P2,closed,phone,90,4,1.0,False,0,
1063,SR0001071,2,9,Front Desk,Key/access issue,front_office,2025-10-29,2025-10-29,17,afternoon,P1,closed,whatsapp,30,6,2.0,False,1,
1064,SR0001072,2,8,Front Desk,Late check-in,front_office,2025-10-30,2025-10-30,18,evening,P2,closed,phone,30,4,1.0,False,0,
1065,SR0001073,2,10,Billing,Incorrect folio,front_office,2025-10-31,2025-10-31,17,afternoon,P2,closed,whatsapp,240,212,24.0,False,0,4.0
1066,SR0001074,2,5,Maintenance,Hot water,maintenance,2025-11-02,2025-11-03,22,evening,P1,closed,app,90,138,34.0,True,0,
1067,SR0001075,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-11-08,2025-11-08,16,afternoon,P3,closed,phone,45,6,1.0,False,0,
1068,SR0001076,2,10,Billing,Incorrect folio,front_office,2025-11-12,2025-11-12,15,afternoon,P2,closed,phone,240,241,47.0,True,0,1.0
1069,SR0001077,2,4,Maintenance,AC not cooling,maintenance,2025-11-24,2025-11-24,10,morning,P1,closed,whatsapp,120,184,48.0,True,0,
1070,SR0001078,2,9,Front Desk,Key/access issue,front_office,2025-11-25,2025-11-25,10,morning,P1,closed,whatsapp,30,13,1.0,False,0,
1071,SR0001079,2,10,Billing,Incorrect folio,front_office,2025-11-28,2025-11-28,8,morning,P2,closed,email,240,210,48.0,False,0,
1072,SR0001080,2,6,Maintenance,Wi-Fi down,maintenance,2025-12-08,2025-12-08,9,morning,P1,closed,app,60,28,3.0,False,0,
1073,SR0001081,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-12-24,2025-12-24,21,evening,P3,closed,phone,45,4,1.0,False,0,
1074,SR0001082,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-01-02,2026-01-02,22,evening,P3,closed,phone,45,7,1.0,False,0,4.0
1075,SR0001083,2,6,Maintenance,Wi-Fi down,maintenance,2026-01-09,2026-01-10,23,evening,P1,closed,whatsapp,60,33,12.0,False,0,
1076,SR0001084,2,5,Maintenance,Hot water,maintenance,2026-01-11,2026-01-11,14,afternoon,P1,closed,front_desk,90,17,1.0,False,0,5.0
1077,SR0001085,2,1,Housekeeping,Room not cleaned,housekeeping,2026-01-17,2026-01-17,16,afternoon,P2,closed,front_desk,60,48,15.0,False,0,5.0
1078,SR0001086,2,9,Front Desk,Key/access issue,front_office,2026-02-12,2026-02-12,9,morning,P1,closed,app,30,6,1.0,False,0,
1079,SR0001087,2,9,Front Desk,Key/access issue,front_office,2026-02-26,2026-02-26,3,overnight,P1,closed,phone,30,28,2.0,False,0,
1080,SR0001088,2,5,Maintenance,Hot water,maintenance,2026-03-04,2026-03-04,14,afternoon,P1,closed,front_desk,90,12,3.0,False,0,5.0
1081,SR0001089,2,3,Housekeeping,Late checkout clean,housekeeping,2026-03-06,2026-03-06,18,evening,P2,closed,whatsapp,90,42,9.0,False,0,
1082,SR0001090,2,7,Maintenance,Plumbing,maintenance,2026-03-09,2026-03-09,15,afternoon,P2,closed,app,180,315,118.0,True,0,
1083,SR0001091,2,9,Front Desk,Key/access issue,front_office,2026-03-10,2026-03-10,14,afternoon,P1,closed,whatsapp,30,28,5.0,False,0,5.0
1084,SR0001092,2,6,Maintenance,Wi-Fi down,maintenance,2026-03-18,2026-03-18,8,morning,P1,closed,whatsapp,60,31,8.0,False,0,5.0
1085,SR0001093,2,3,Housekeeping,Late checkout clean,housekeeping,2026-03-30,2026-03-30,18,evening,P2,closed,phone,90,320,29.0,True,0,
1086,SR0001094,2,6,Maintenance,Wi-Fi down,maintenance,2026-04-09,2026-04-09,22,evening,P1,closed,front_desk,60,23,4.0,False,0,
1087,SR0001095,2,4,Maintenance,AC not cooling,maintenance,2026-04-15,2026-04-15,12,afternoon,P1,closed,front_desk,120,33,4.0,False,0,5.0
1088,SR0001096,2,9,Front Desk,Key/access issue,front_office,2026-04-22,2026-04-22,9,morning,P1,closed,phone,30,9,3.0,False,0,3.0
1089,SR0001097,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-04-28,2026-04-28,19,evening,P3,closed,whatsapp,45,127,22.0,True,0,
1090,SR0001098,2,10,Billing,Incorrect folio,front_office,2026-05-04,2026-05-04,19,evening,P2,closed,whatsapp,240,86,31.0,False,0,5.0
1091,SR0001099,2,10,Billing,Incorrect folio,front_office,2026-05-07,2026-05-08,20,evening,P2,closed,whatsapp,240,274,85.0,True,0,
1092,SR0001100,2,10,Billing,Incorrect folio,front_office,2026-05-14,2026-05-14,12,afternoon,P2,closed,front_desk,240,210,39.0,False,0,
1093,SR0001101,2,10,Billing,Incorrect folio,front_office,2026-05-24,2026-05-25,20,evening,P2,closed,whatsapp,240,279,26.0,True,0,
1094,SR0001102,2,4,Maintenance,AC not cooling,maintenance,2026-05-27,2026-05-27,22,evening,P1,closed,phone,120,30,7.0,False,0,
1095,SR0001103,2,5,Maintenance,Hot water,maintenance,2026-06-01,2026-06-02,22,evening,P1,closed,whatsapp,90,116,31.0,True,0,2.0
1096,SR0001104,2,9,Front Desk,Key/access issue,front_office,2026-06-02,2026-06-02,12,afternoon,P1,closed,front_desk,30,7,1.0,False,0,3.0
1097,SR0001105,2,1,Housekeeping,Room not cleaned,housekeeping,2026-06-04,2026-06-04,15,afternoon,P2,closed,email,60,12,2.0,False,0,
1098,SR0001106,2,9,Front Desk,Key/access issue,front_office,2026-06-10,2026-06-10,11,morning,P1,closed,whatsapp,30,19,4.0,False,0,5.0
1099,SR0001107,2,8,Front Desk,Late check-in,front_office,2026-06-11,2026-06-11,15,afternoon,P2,closed,front_desk,30,11,3.0,False,0,5.0
1100,SR0001108,2,10,Billing,Incorrect folio,front_office,2026-06-13,2026-06-13,16,afternoon,P2,closed,phone,240,187,21.0,False,0,4.0
1101,SR0001109,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-06-16,2026-06-16,16,afternoon,P3,closed,phone,45,92,35.0,True,0,
1102,SR0001110,2,3,Housekeeping,Late checkout clean,housekeeping,2026-06-24,2026-06-24,13,afternoon,P2,closed,whatsapp,90,8,2.0,False,0,
1103,SR0001111,2,8,Front Desk,Late check-in,front_office,2026-07-05,2026-07-05,13,afternoon,P2,closed,app,30,31,12.0,True,0,
1104,SR0001112,2,4,Maintenance,AC not cooling,maintenance,2026-07-21,2026-07-21,17,afternoon,P1,closed,email,120,200,67.0,True,0,
1105,SR0001113,2,5,Maintenance,Hot water,maintenance,2026-07-28,2026-07-28,10,morning,P1,closed,whatsapp,90,6,1.0,False,0,4.0
1106,SR0001114,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-07-30,2026-07-30,15,afternoon,P3,closed,phone,45,9,1.0,False,0,5.0
1107,SR0001115,2,9,Front Desk,Key/access issue,front_office,2026-08-02,2026-08-02,7,morning,P1,closed,phone,30,16,2.0,False,0,
1108,SR0001116,2,6,Maintenance,Wi-Fi down,maintenance,2026-08-07,2026-08-07,16,afternoon,P1,closed,whatsapp,60,43,12.0,False,0,
1109,SR0001117,2,4,Maintenance,AC not cooling,maintenance,2026-08-08,2026-08-08,17,afternoon,P1,closed,phone,120,50,13.0,False,0,5.0
1110,SR0001118,2,7,Maintenance,Plumbing,maintenance,2026-08-09,2026-08-09,9,morning,P2,closed,phone,180,105,14.0,False,0,
1111,SR0001119,2,7,Maintenance,Plumbing,maintenance,2025-02-17,2025-02-17,20,evening,P2,closed,front_desk,180,150,38.0,False,0,5.0
1112,SR0001120,2,5,Maintenance,Hot water,maintenance,2025-02-20,2025-02-20,5,overnight,P1,closed,whatsapp,90,32,5.0,False,0,
1113,SR0001121,2,9,Front Desk,Key/access issue,front_office,2025-02-22,2025-02-22,16,afternoon,P1,closed,whatsapp,30,37,9.0,True,0,
1114,SR0001122,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-03-01,2025-03-01,15,afternoon,P3,closed,whatsapp,45,45,10.0,False,0,5.0
1115,SR0001123,2,3,Housekeeping,Late checkout clean,housekeeping,2025-03-30,2025-03-30,8,morning,P2,closed,whatsapp,90,30,8.0,False,0,5.0
1116,SR0001124,2,8,Front Desk,Late check-in,front_office,2025-04-02,2025-04-02,13,afternoon,P2,closed,phone,30,38,11.0,True,0,
1117,SR0001125,2,1,Housekeeping,Room not cleaned,housekeeping,2025-04-03,2025-04-03,8,morning,P2,closed,front_desk,60,28,3.0,False,0,5.0
1118,SR0001126,2,10,Billing,Incorrect folio,front_office,2025-04-11,2025-04-11,17,afternoon,P2,closed,whatsapp,240,83,13.0,False,0,
1119,SR0001127,2,9,Front Desk,Key/access issue,front_office,2025-04-15,2025-04-15,8,morning,P1,closed,phone,30,24,7.0,False,0,
