property_key,property_code,stay_date,date_key,year_month,day_name,is_weekend,rooms_available,rooms_out_of_order,unit_nights_physical,rooms_sold,rooms_sold_microstay,room_revenue_net_inr,gst_inr,room_revenue_gross_inr,commission_inr,net_after_commission_inr,occupancy_pct,occupancy_pct_benchmark,occupancy_ooo_gap_pp,adr_inr,adr_excl_microstay_inr,revpar_inr
2,BLR-KOR,2025-03-13,20250313,2025-03,Thursday,False,14,0,14,10,0,47401.08,5688.12,53089.20,3907.48,43493.60,71.43,71.43,0.00,4740.11,4740.11,3385.79
2,BLR-KOR,2026-05-10,20260510,2026-05,Sunday,True,13,1,14,8,0,40615.52,2030.78,42646.30,3717.74,36897.78,61.54,57.14,4.40,5076.94,5076.94,3124.27
1,BLR-BTM,2025-08-08,20250808,2025-08,Friday,False,16,0,16,13,0,55944.93,6713.39,62658.32,3534.63,52410.30,81.25,81.25,0.00,4303.46,4303.46,3496.56
2,BLR-KOR,2025-03-03,20250303,2025-03,Monday,False,13,1,14,11,0,52446.30,6744.74,59191.04,3550.71,48895.59,84.62,78.57,6.04,4767.85,4767.85,4034.33
2,BLR-KOR,2026-03-31,20260331,2026-03,Tuesday,False,14,0,14,12,1,52356.56,3617.98,55974.54,5521.90,46834.66,85.71,85.71,0.00,4363.05,4625.98,3739.75
1,BLR-BTM,2026-07-14,20260714,2026-07,Tuesday,False,16,0,16,16,1,68372.81,3418.63,71791.44,4192.76,64180.05,100.00,100.00,0.00,4273.30,4458.84,4273.30
1,BLR-BTM,2025-07-23,20250723,2025-07,Wednesday,False,16,0,16,16,0,70469.23,8456.33,78925.56,4768.81,65700.42,100.00,100.00,0.00,4404.33,4404.33,4404.33
2,BLR-KOR,2025-06-25,20250625,2025-06,Wednesday,False,14,0,14,7,0,30900.81,3708.10,34608.91,2618.27,28282.54,50.00,50.00,0.00,4414.40,4414.40,2207.20
1,BLR-BTM,2025-06-13,20250613,2025-06,Friday,False,15,1,16,8,0,38244.63,4589.35,42833.98,3177.04,35067.59,53.33,50.00,3.33,4780.58,4780.58,2549.64
2,BLR-KOR,2026-05-14,20260514,2026-05,Thursday,False,14,0,14,13,1,58024.35,2901.22,60925.57,5946.27,52078.08,92.86,92.86,0.00,4463.41,4700.04,4144.60
1,BLR-BTM,2026-02-07,20260207,2026-02,Saturday,True,16,0,16,12,0,54444.96,2722.25,57167.21,3919.37,50525.59,75.00,75.00,0.00,4537.08,4537.08,3402.81
1,BLR-BTM,2025-11-25,20251125,2025-11,Tuesday,False,16,0,16,15,0,69224.74,3461.23,72685.97,6363.27,62861.47,93.75,93.75,0.00,4614.98,4614.98,4326.55
1,BLR-BTM,2025-07-30,20250730,2025-07,Wednesday,False,16,0,16,10,0,48181.45,5781.76,53963.21,2145.76,46035.69,62.50,62.50,0.00,4818.15,4818.15,3011.34
2,BLR-KOR,2025-04-18,20250418,2025-04,Friday,False,13,1,14,11,0,54206.95,6504.82,60711.77,2839.87,51367.08,84.62,78.57,6.04,4927.90,4927.90,4169.77
3,BLR-HSR,2026-07-25,20260725,2026-07,Saturday,True,8,2,10,5,1,15322.12,766.12,16088.24,115.72,15206.40,62.50,50.00,12.50,3064.42,3589.45,1915.27
3,BLR-HSR,2026-07-04,20260704,2026-07,Saturday,True,9,1,10,4,0,17149.72,857.49,18007.21,1588.29,15561.43,44.44,40.00,4.44,4287.43,4287.43,1905.52
2,BLR-KOR,2026-08-09,20260809,2026-08,Sunday,True,13,1,14,13,0,61679.78,3084.00,64763.78,4377.81,57301.97,100.00,92.86,7.14,4744.60,4744.60,4744.60
2,BLR-KOR,2025-05-26,20250526,2025-05,Monday,False,14,0,14,7,1,27296.97,3275.64,30572.61,917.09,26379.88,50.00,50.00,0.00,3899.57,4361.29,1949.78
2,BLR-KOR,2025-04-07,20250407,2025-04,Monday,False,13,1,14,9,2,32110.17,3853.22,35963.39,335.80,31774.37,69.23,64.29,4.95,3567.80,4187.41,2470.01
3,BLR-HSR,2026-05-24,20260524,2026-05,Sunday,True,9,1,10,7,0,24556.89,1227.85,25784.74,584.81,23972.08,77.78,70.00,7.78,3508.13,3508.13,2728.54
1,BLR-BTM,2025-09-10,20250910,2025-09,Wednesday,False,16,0,16,16,0,73262.77,8791.55,82054.32,6525.84,66736.93,100.00,100.00,0.00,4578.92,4578.92,4578.92
2,BLR-KOR,2026-07-26,20260726,2026-07,Sunday,True,14,0,14,12,0,57146.46,2857.34,60003.80,6765.24,50381.22,85.71,85.71,0.00,4762.21,4762.21,4081.89
1,BLR-BTM,2026-04-04,20260404,2026-04,Saturday,True,15,1,16,10,0,43515.77,2175.79,45691.56,4445.34,39070.43,66.67,62.50,4.17,4351.58,4351.58,2901.05
2,BLR-KOR,2026-02-14,20260214,2026-02,Saturday,True,14,0,14,11,1,51106.25,2555.32,53661.57,3734.24,47372.01,78.57,78.57,0.00,4646.02,5013.64,3650.45
1,BLR-BTM,2025-08-05,20250805,2025-08,Tuesday,False,16,0,16,12,0,54347.09,6521.66,60868.75,3207.43,51139.66,75.00,75.00,0.00,4528.92,4528.92,3396.69
2,BLR-KOR,2026-01-18,20260118,2026-01,Sunday,True,13,1,14,8,0,33133.05,1656.66,34789.71,2391.25,30741.80,61.54,57.14,4.40,4141.63,4141.63,2548.70
1,BLR-BTM,2026-04-01,20260401,2026-04,Wednesday,False,16,0,16,11,0,49128.79,2456.45,51585.24,4735.95,44392.84,68.75,68.75,0.00,4466.25,4466.25,3070.55
1,BLR-BTM,2025-08-18,20250818,2025-08,Monday,False,16,0,16,10,0,44695.21,5363.43,50058.64,536.97,44158.24,62.50,62.50,0.00,4469.52,4469.52,2793.45
2,BLR-KOR,2025-09-29,20250929,2025-09,Monday,False,14,0,14,10,0,48877.59,3553.77,52431.36,2672.07,46205.52,71.43,71.43,0.00,4887.76,4887.76,3491.26
2,BLR-KOR,2026-07-15,20260715,2026-07,Wednesday,False,14,0,14,14,0,69929.22,3496.48,73425.70,3865.67,66063.55,100.00,100.00,0.00,4994.94,4994.94,4994.94
1,BLR-BTM,2026-03-18,20260318,2026-03,Wednesday,False,16,0,16,16,0,72476.83,4636.19,77113.02,2866.32,69610.51,100.00,100.00,0.00,4529.80,4529.80,4529.80
1,BLR-BTM,2026-01-26,20260126,2026-01,Monday,False,15,1,16,11,0,52369.93,2618.52,54988.45,2095.95,50273.98,73.33,68.75,4.58,4760.90,4760.90,3491.33
1,BLR-BTM,2025-09-11,20250911,2025-09,Thursday,False,16,0,16,15,1,66491.54,7979.00,74470.54,5689.34,60802.20,93.75,93.75,0.00,4432.77,4685.07,4155.72
2,BLR-KOR,2026-08-08,20260808,2026-08,Saturday,True,14,0,14,13,1,58756.05,2937.81,61693.86,3909.75,54846.30,92.86,92.86,0.00,4519.70,4804.79,4196.86
2,BLR-KOR,2025-07-01,20250701,2025-07,Tuesday,False,13,1,14,7,1,34489.75,4627.64,39117.39,1728.91,32760.84,53.85,50.00,3.85,4927.11,5486.85,2653.06
1,BLR-BTM,2025-02-23,20250223,2025-02,Sunday,True,16,0,16,12,1,48466.65,5816.01,54282.66,3343.39,45123.26,75.00,75.00,0.00,4038.89,4282.14,3029.17
2,BLR-KOR,2025-06-24,20250624,2025-06,Tuesday,False,13,1,14,10,0,49780.90,5973.72,55754.62,5774.72,44006.18,76.92,71.43,5.49,4978.09,4978.09,3829.30
1,BLR-BTM,2026-03-27,20260327,2026-03,Friday,False,15,1,16,12,0,54542.94,2727.16,57270.10,4921.68,49621.26,80.00,75.00,5.00,4545.25,4545.25,3636.20
1,BLR-BTM,2026-05-29,20260529,2026-05,Friday,False,15,1,16,13,0,54980.65,2749.03,57729.68,3651.84,51328.81,86.67,81.25,5.42,4229.28,4229.28,3665.38
1,BLR-BTM,2026-04-24,20260424,2026-04,Friday,False,16,0,16,13,0,53159.25,2657.96,55817.21,2604.36,50554.89,81.25,81.25,0.00,4089.17,4089.17,3322.45
2,BLR-KOR,2026-06-29,20260629,2026-06,Monday,False,14,0,14,13,0,59941.13,3998.57,63939.70,2367.75,57573.38,92.86,92.86,0.00,4610.86,4610.86,4281.51
1,BLR-BTM,2025-06-02,20250602,2025-06,Monday,False,16,0,16,9,0,38111.12,4573.34,42684.46,2186.62,35924.50,56.25,56.25,0.00,4234.57,4234.57,2381.95
3,BLR-HSR,2026-03-09,20260309,2026-03,Monday,False,9,1,10,2,0,6516.06,325.81,6841.87,533.21,5982.85,22.22,20.00,2.22,3258.03,3258.03,724.01
1,BLR-BTM,2026-05-30,20260530,2026-05,Saturday,True,16,0,16,14,0,61933.75,3096.70,65030.45,3933.34,58000.41,87.50,87.50,0.00,4423.84,4423.84,3870.86
2,BLR-KOR,2026-02-28,20260228,2026-02,Saturday,True,14,0,14,14,3,59140.47,2957.04,62097.51,4935.81,54204.66,100.00,100.00,0.00,4224.32,5055.35,4224.32
1,BLR-BTM,2026-01-19,20260119,2026-01,Monday,False,16,0,16,16,0,71934.16,3596.71,75530.87,5349.64,66584.52,100.00,100.00,0.00,4495.89,4495.89,4495.89
1,BLR-BTM,2025-12-31,20251231,2025-12,Wednesday,False,16,0,16,8,0,30160.33,1508.01,31668.34,1603.26,28557.07,50.00,50.00,0.00,3770.04,3770.04,1885.02
2,BLR-KOR,2026-03-28,20260328,2026-03,Saturday,True,14,0,14,11,0,45758.09,2287.92,48046.01,2063.44,43694.65,78.57,78.57,0.00,4159.83,4159.83,3268.44
1,BLR-BTM,2026-03-29,20260329,2026-03,Sunday,True,16,0,16,12,0,52296.72,2614.84,54911.56,4048.12,48248.60,75.00,75.00,0.00,4358.06,4358.06,3268.55
1,BLR-BTM,2026-04-05,20260405,2026-04,Sunday,True,16,0,16,10,1,38047.37,1902.37,39949.74,4735.19,33312.18,62.50,62.50,0.00,3804.74,4111.79,2377.96
1,BLR-BTM,2025-08-11,20250811,2025-08,Monday,False,16,0,16,10,1,39910.22,4789.23,44699.45,1478.34,38431.88,62.50,62.50,0.00,3991.02,4309.66,2494.39
1,BLR-BTM,2026-06-16,20260616,2026-06,Tuesday,False,16,0,16,12,0,53571.31,2678.57,56249.88,1430.77,52140.54,75.00,75.00,0.00,4464.28,4464.28,3348.21
1,BLR-BTM,2026-05-08,20260508,2026-05,Friday,False,16,0,16,11,0,47515.29,2375.76,49891.05,2117.72,45397.57,68.75,68.75,0.00,4319.57,4319.57,2969.71
2,BLR-KOR,2025-06-22,20250622,2025-06,Sunday,True,12,2,14,10,0,43812.57,5257.51,49070.08,0.00,43812.57,83.33,71.43,11.90,4381.26,4381.26,3651.05
1,BLR-BTM,2025-04-23,20250423,2025-04,Wednesday,False,16,0,16,12,0,55213.26,6625.61,61838.87,6111.15,49102.11,75.00,75.00,0.00,4601.11,4601.11,3450.83
3,BLR-HSR,2026-06-21,20260621,2026-06,Sunday,True,10,0,10,3,0,12235.97,611.79,12847.76,1446.66,10789.31,30.00,30.00,0.00,4078.66,4078.66,1223.60
2,BLR-KOR,2025-11-07,20251107,2025-11,Friday,False,14,0,14,11,0,55028.70,2751.43,57780.13,6292.82,48735.88,78.57,78.57,0.00,5002.61,5002.61,3930.62
1,BLR-BTM,2025-03-30,20250330,2025-03,Sunday,True,16,0,16,15,0,61587.24,7390.47,68977.71,6630.76,54956.48,93.75,93.75,0.00,4105.82,4105.82,3849.20
2,BLR-KOR,2025-11-25,20251125,2025-11,Tuesday,False,12,2,14,12,0,60100.62,3005.03,63105.65,6190.09,53910.53,100.00,85.71,14.29,5008.39,5008.39,5008.39
2,BLR-KOR,2025-10-18,20251018,2025-10,Saturday,True,14,0,14,8,0,42210.48,3121.79,45332.27,3868.59,38341.89,57.14,57.14,0.00,5276.31,5276.31,3015.03
1,BLR-BTM,2025-07-19,20250719,2025-07,Saturday,True,16,0,16,16,0,69202.37,8304.28,77506.65,5302.03,63900.34,100.00,100.00,0.00,4325.15,4325.15,4325.15
2,BLR-KOR,2025-07-05,20250705,2025-07,Saturday,True,13,1,14,2,0,11343.55,1361.22,12704.77,0.00,11343.55,15.38,14.29,1.10,5671.78,5671.78,872.58
2,BLR-KOR,2025-04-23,20250423,2025-04,Wednesday,False,13,1,14,10,0,47564.79,6186.55,53751.34,5569.60,41995.19,76.92,71.43,5.49,4756.48,4756.48,3658.83
2,BLR-KOR,2026-07-20,20260720,2026-07,Monday,False,14,0,14,8,0,38438.54,1921.94,40360.48,4078.20,34360.34,57.14,57.14,0.00,4804.82,4804.82,2745.61
1,BLR-BTM,2026-06-12,20260612,2026-06,Friday,False,15,1,16,15,0,64523.92,3226.19,67750.11,1797.32,62726.60,100.00,93.75,6.25,4301.59,4301.59,4301.59
1,BLR-BTM,2026-06-18,20260618,2026-06,Thursday,False,16,0,16,14,0,64636.56,3231.84,67868.40,2376.43,62260.13,87.50,87.50,0.00,4616.90,4616.90,4039.79
1,BLR-BTM,2026-07-17,20260717,2026-07,Friday,False,16,0,16,16,1,67039.18,3351.96,70391.14,4642.15,62397.03,100.00,100.00,0.00,4189.95,4389.39,4189.95
2,BLR-KOR,2025-02-08,20250208,2025-02,Saturday,True,14,0,14,8,0,36856.92,4422.83,41279.75,3281.81,33575.11,57.14,57.14,0.00,4607.12,4607.12,2632.64
2,BLR-KOR,2025-06-30,20250630,2025-06,Monday,False,14,0,14,7,1,30897.87,3707.74,34605.61,2458.88,28438.99,50.00,50.00,0.00,4413.98,4908.48,2206.99
2,BLR-KOR,2025-06-15,20250615,2025-06,Sunday,True,14,0,14,12,1,50834.99,6100.19,56935.18,4415.23,46419.76,85.71,85.71,0.00,4236.25,4526.53,3631.07
2,BLR-KOR,2025-03-26,20250326,2025-03,Wednesday,False,14,0,14,10,0,47305.77,6155.96,53461.73,3601.18,43704.59,71.43,71.43,0.00,4730.58,4730.58,3378.98
1,BLR-BTM,2026-07-27,20260727,2026-07,Monday,False,16,0,16,7,0,34842.95,1742.16,36585.11,3289.00,31553.95,43.75,43.75,0.00,4977.56,4977.56,2177.68
1,BLR-BTM,2025-08-01,20250801,2025-08,Friday,False,16,0,16,12,0,51352.89,6162.35,57515.24,2439.23,48913.66,75.00,75.00,0.00,4279.41,4279.41,3209.56
3,BLR-HSR,2026-04-11,20260411,2026-04,Saturday,True,9,1,10,2,0,6320.85,316.04,6636.89,0.00,6320.85,22.22,20.00,2.22,3160.43,3160.43,702.32
2,BLR-KOR,2026-01-08,20260108,2026-01,Thursday,False,14,0,14,13,2,56997.31,2849.88,59847.19,3596.34,53400.97,92.86,92.86,0.00,4384.41,4945.17,4071.24
1,BLR-BTM,2025-06-17,20250617,2025-06,Tuesday,False,15,1,16,9,0,36360.37,4363.25,40723.62,2845.54,33514.83,60.00,56.25,3.75,4040.04,4040.04,2424.02
1,BLR-BTM,2025-03-23,20250323,2025-03,Sunday,True,15,1,16,10,0,41617.07,4994.04,46611.11,3500.05,38117.02,66.67,62.50,4.17,4161.71,4161.71,2774.47
2,BLR-KOR,2026-01-07,20260107,2026-01,Wednesday,False,13,1,14,12,0,56413.86,3852.43,60266.29,5912.56,50501.30,92.31,85.71,6.59,4701.16,4701.16,4339.53
1,BLR-BTM,2025-03-04,20250304,2025-03,Tuesday,False,15,1,16,12,2,44891.41,5386.98,50278.39,1830.16,43061.25,80.00,75.00,5.00,3740.95,4133.99,2992.76
1,BLR-BTM,2025-08-12,20250812,2025-08,Tuesday,False,15,1,16,7,0,25404.43,3048.53,28452.96,1977.05,23427.38,46.67,43.75,2.92,3629.20,3629.20,1693.63
3,BLR-HSR,2026-05-11,20260511,2026-05,Monday,False,10,0,10,4,0,13564.88,678.24,14243.12,1284.55,12280.33,40.00,40.00,0.00,3391.22,3391.22,1356.49
2,BLR-KOR,2025-03-07,20250307,2025-03,Friday,False,14,0,14,6,0,27960.10,3806.39,31766.49,2218.55,25741.55,42.86,42.86,0.00,4660.02,4660.02,1997.15
1,BLR-BTM,2026-05-09,20260509,2026-05,Saturday,True,16,0,16,9,0,38372.89,1918.64,40291.53,1877.88,36495.01,56.25,56.25,0.00,4263.65,4263.65,2398.31
1,BLR-BTM,2025-10-10,20251010,2025-10,Friday,False,16,0,16,13,1,52836.55,2641.83,55478.38,4261.75,48574.80,81.25,81.25,0.00,4064.35,4309.98,3302.28
1,BLR-BTM,2026-05-19,20260519,2026-05,Tuesday,False,16,0,16,14,1,59717.45,2985.87,62703.32,744.84,58972.61,87.50,87.50,0.00,4265.53,4504.20,3732.34
2,BLR-KOR,2025-07-09,20250709,2025-07,Wednesday,False,14,0,14,10,0,49179.78,5901.57,55081.35,1528.47,47651.31,71.43,71.43,0.00,4917.98,4917.98,3512.84
1,BLR-BTM,2025-02-19,20250219,2025-02,Wednesday,False,14,2,16,12,0,52960.44,6355.26,59315.70,3742.24,49218.20,85.71,75.00,10.71,4413.37,4413.37,3782.89
2,BLR-KOR,2025-09-01,20250901,2025-09,Monday,False,14,0,14,8,0,36021.09,4322.53,40343.62,2322.12,33698.97,57.14,57.14,0.00,4502.64,4502.64,2572.94
2,BLR-KOR,2025-08-22,20250822,2025-08,Friday,False,14,0,14,13,0,64670.94,8231.43,72902.37,3319.59,61351.35,92.86,92.86,0.00,4974.69,4974.69,4619.35
1,BLR-BTM,2026-05-18,20260518,2026-05,Monday,False,15,1,16,9,0,39895.52,1994.77,41890.29,694.69,39200.83,60.00,56.25,3.75,4432.84,4432.84,2659.70
2,BLR-KOR,2026-06-24,20260624,2026-06,Wednesday,False,14,0,14,14,0,69990.38,5549.82,75540.20,5719.25,64271.13,100.00,100.00,0.00,4999.31,4999.31,4999.31
2,BLR-KOR,2026-02-16,20260216,2026-02,Monday,False,14,0,14,9,2,36568.92,1828.44,38397.36,1908.62,34660.30,64.29,64.29,0.00,4063.21,4945.69,2612.07
2,BLR-KOR,2026-01-17,20260117,2026-01,Saturday,True,14,0,14,13,1,54186.69,2709.35,56896.04,4821.43,49365.26,92.86,92.86,0.00,4168.21,4364.68,3870.48
2,BLR-KOR,2026-06-08,20260608,2026-06,Monday,False,14,0,14,14,0,65194.40,3259.73,68454.13,1581.71,63612.69,100.00,100.00,0.00,4656.74,4656.74,4656.74
2,BLR-KOR,2026-06-05,20260605,2026-06,Friday,False,13,1,14,13,0,61411.22,4091.63,65502.85,729.75,60681.47,100.00,92.86,7.14,4723.94,4723.94,4723.94
2,BLR-KOR,2025-12-12,20251212,2025-12,Friday,False,13,1,14,13,0,62445.53,3122.27,65567.80,4751.80,57693.73,100.00,92.86,7.14,4803.50,4803.50,4803.50
2,BLR-KOR,2025-02-06,20250206,2025-02,Thursday,False,14,0,14,10,1,44472.56,5336.71,49809.27,4546.90,39925.66,71.43,71.43,0.00,4447.26,4813.38,3176.61
2,BLR-KOR,2025-08-28,20250828,2025-08,Thursday,False,14,0,14,9,0,41250.12,4950.00,46200.12,3833.91,37416.21,64.29,64.29,0.00,4583.35,4583.35,2946.44
2,BLR-KOR,2025-05-28,20250528,2025-05,Wednesday,False,14,0,14,9,0,39970.14,4796.41,44766.55,2603.42,37366.72,64.29,64.29,0.00,4441.13,4441.13,2855.01
1,BLR-BTM,2026-07-09,20260709,2026-07,Thursday,False,15,1,16,11,0,46042.12,2302.12,48344.24,5589.81,40452.31,73.33,68.75,4.58,4185.65,4185.65,3069.47
2,BLR-KOR,2025-03-12,20250312,2025-03,Wednesday,False,13,1,14,10,1,43340.76,5200.89,48541.65,3337.44,40003.32,76.92,71.43,5.49,4334.08,4562.24,3333.90
1,BLR-BTM,2025-05-30,20250530,2025-05,Friday,False,16,0,16,10,0,44176.80,5301.22,49478.02,1459.84,42716.96,62.50,62.50,0.00,4417.68,4417.68,2761.05
1,BLR-BTM,2025-04-11,20250411,2025-04,Friday,False,16,0,16,13,0,55495.25,6659.44,62154.69,5746.50,49748.75,81.25,81.25,0.00,4268.87,4268.87,3468.45
1,BLR-BTM,2025-07-24,20250724,2025-07,Thursday,False,15,1,16,12,0,55381.02,6645.72,62026.74,5137.52,50243.50,80.00,75.00,5.00,4615.09,4615.09,3692.07
1,BLR-BTM,2025-03-01,20250301,2025-03,Saturday,True,15,1,16,11,0,47822.28,5738.67,53560.95,4075.57,43746.71,73.33,68.75,4.58,4347.48,4347.48,3188.15
2,BLR-KOR,2025-12-06,20251206,2025-12,Saturday,True,13,1,14,11,0,51772.17,2588.61,54360.78,1286.69,50485.48,84.62,78.57,6.04,4706.56,4706.56,3982.47
2,BLR-KOR,2025-09-17,20250917,2025-09,Wednesday,False,14,0,14,10,0,47163.66,5659.65,52823.31,3383.48,43780.18,71.43,71.43,0.00,4716.37,4716.37,3368.83
2,BLR-KOR,2026-01-14,20260114,2026-01,Wednesday,False,13,1,14,9,1,38031.75,2904.01,40935.76,1952.12,36079.63,69.23,64.29,4.95,4225.75,4625.24,2925.52
2,BLR-KOR,2025-06-14,20250614,2025-06,Saturday,True,14,0,14,9,0,40212.29,4825.47,45037.76,2962.92,37249.37,64.29,64.29,0.00,4468.03,4468.03,2872.31
3,BLR-HSR,2026-06-18,20260618,2026-06,Thursday,False,10,0,10,7,0,28122.91,1406.14,29529.05,1338.70,26784.21,70.00,70.00,0.00,4017.56,4017.56,2812.29
1,BLR-BTM,2026-06-11,20260611,2026-06,Thursday,False,15,1,16,15,0,68170.56,3408.53,71579.09,2984.88,65185.68,100.00,93.75,6.25,4544.70,4544.70,4544.70
2,BLR-KOR,2026-02-09,20260209,2026-02,Monday,False,13,1,14,12,0,58212.67,3940.79,62153.46,5661.36,52551.31,92.31,85.71,6.59,4851.06,4851.06,4477.90
1,BLR-BTM,2026-08-11,20260811,2026-08,Tuesday,False,16,0,16,16,1,70510.71,3525.53,74036.24,5472.42,65038.29,100.00,100.00,0.00,4406.92,4615.88,4406.92
2,BLR-KOR,2025-12-29,20251229,2025-12,Monday,False,13,1,14,5,0,21243.32,1062.17,22305.49,1919.24,19324.08,38.46,35.71,2.75,4248.66,4248.66,1634.10
2,BLR-KOR,2025-12-16,20251216,2025-12,Tuesday,False,14,0,14,10,2,41247.13,2062.36,43309.49,3585.99,37661.14,71.43,71.43,0.00,4124.71,4756.03,2946.22
2,BLR-KOR,2025-09-03,20250903,2025-09,Wednesday,False,13,1,14,10,0,50119.89,6014.38,56134.27,4565.94,45553.95,76.92,71.43,5.49,5011.99,5011.99,3855.38
3,BLR-HSR,2026-07-15,20260715,2026-07,Wednesday,False,9,1,10,7,0,26407.74,1320.39,27728.13,1586.21,24821.53,77.78,70.00,7.78,3772.53,3772.53,2934.19
3,BLR-HSR,2026-04-24,20260424,2026-04,Friday,False,9,1,10,6,0,21422.42,1071.13,22493.55,0.00,21422.42,66.67,60.00,6.67,3570.40,3570.40,2380.27
2,BLR-KOR,2025-04-05,20250405,2025-04,Saturday,True,14,0,14,11,0,51132.34,6135.87,57268.21,3850.44,47281.90,78.57,78.57,0.00,4648.39,4648.39,3652.31
2,BLR-KOR,2026-02-17,20260217,2026-02,Tuesday,False,14,0,14,8,0,41646.59,3110.20,44756.79,2154.63,39491.96,57.14,57.14,0.00,5205.82,5205.82,2974.76
1,BLR-BTM,2025-05-04,20250504,2025-05,Sunday,True,16,0,16,4,0,18280.94,2193.70,20474.64,1090.07,17190.87,25.00,25.00,0.00,4570.24,4570.24,1142.56
3,BLR-HSR,2026-05-20,20260520,2026-05,Wednesday,False,10,0,10,5,0,18345.68,917.28,19262.96,1446.36,16899.32,50.00,50.00,0.00,3669.14,3669.14,1834.57
3,BLR-HSR,2026-05-15,20260515,2026-05,Friday,False,9,1,10,3,0,12011.20,600.56,12611.76,1260.61,10750.59,33.33,30.00,3.33,4003.73,4003.73,1334.58
2,BLR-KOR,2025-04-20,20250420,2025-04,Sunday,True,14,0,14,11,0,52692.36,6323.08,59015.44,3981.67,48710.69,78.57,78.57,0.00,4790.21,4790.21,3763.74
1,BLR-BTM,2026-02-25,20260225,2026-02,Wednesday,False,16,0,16,13,0,63293.53,3164.67,66458.20,4565.44,58728.09,81.25,81.25,0.00,4868.73,4868.73,3955.85
1,BLR-BTM,2026-08-10,20260810,2026-08,Monday,False,15,1,16,15,1,64519.68,3225.98,67745.66,4420.32,60099.36,100.00,93.75,6.25,4301.31,4501.63,4301.31
1,BLR-BTM,2025-09-09,20250909,2025-09,Tuesday,False,16,0,16,16,1,70810.51,8497.28,79307.79,5795.31,65015.20,100.00,100.00,0.00,4425.66,4654.63,4425.66
1,BLR-BTM,2025-06-11,20250611,2025-06,Wednesday,False,14,2,16,13,0,56487.60,6778.52,63266.12,2771.82,53715.78,92.86,81.25,11.61,4345.20,4345.20,4034.83
3,BLR-HSR,2026-06-25,20260625,2026-06,Thursday,False,10,0,10,8,1,29315.57,1465.79,30781.36,2140.72,27174.85,80.00,80.00,0.00,3664.45,4009.90,2931.56
2,BLR-KOR,2026-07-16,20260716,2026-07,Thursday,False,14,0,14,14,0,69526.81,3476.35,73003.16,2718.08,66808.73,100.00,100.00,0.00,4966.20,4966.20,4966.20
2,BLR-KOR,2025-02-07,20250207,2025-02,Friday,False,14,0,14,8,0,36083.75,4330.04,40413.79,4401.43,31682.32,57.14,57.14,0.00,4510.47,4510.47,2577.41
3,BLR-HSR,2026-05-21,20260521,2026-05,Thursday,False,8,2,10,6,0,22633.97,1131.70,23765.67,1519.98,21113.99,75.00,60.00,15.00,3772.33,3772.33,2829.25
2,BLR-KOR,2025-08-19,20250819,2025-08,Tuesday,False,14,0,14,13,1,61533.49,7839.67,69373.16,5056.79,56476.70,92.86,92.86,0.00,4733.35,5027.89,4395.25
1,BLR-BTM,2025-03-05,20250305,2025-03,Wednesday,False,16,0,16,12,1,45440.34,5452.85,50893.19,1525.21,43915.13,75.00,75.00,0.00,3786.70,3978.09,2840.02
2,BLR-KOR,2025-07-08,20250708,2025-07,Tuesday,False,14,0,14,10,1,42919.32,5150.33,48069.65,1724.66,41194.66,71.43,71.43,0.00,4291.93,4638.93,3065.67
1,BLR-BTM,2025-08-04,20250804,2025-08,Monday,False,16,0,16,12,1,52744.51,6329.35,59073.86,2315.64,50428.87,75.00,75.00,0.00,4395.38,4666.71,3296.53
3,BLR-HSR,2026-03-24,20260324,2026-03,Tuesday,False,9,1,10,6,0,21734.27,1086.71,22820.98,574.10,21160.17,66.67,60.00,6.67,3622.38,3622.38,2414.92
1,BLR-BTM,2026-02-24,20260224,2026-02,Tuesday,False,16,0,16,16,1,72202.33,3610.11,75812.44,5443.00,66759.33,100.00,100.00,0.00,4512.65,4744.75,4512.65
2,BLR-KOR,2025-09-18,20250918,2025-09,Thursday,False,13,1,14,8,0,39775.17,4773.03,44548.20,4655.53,35119.64,61.54,57.14,4.40,4971.90,4971.90,3059.63
2,BLR-KOR,2026-06-11,20260611,2026-06,Thursday,False,14,0,14,14,0,68804.24,5428.84,74233.08,1875.56,66928.68,100.00,100.00,0.00,4914.59,4914.59,4914.59
2,BLR-KOR,2026-01-26,20260126,2026-01,Monday,False,14,0,14,14,0,66927.68,3346.37,70274.05,5751.20,61176.48,100.00,100.00,0.00,4780.55,4780.55,4780.55
1,BLR-BTM,2025-03-26,20250326,2025-03,Wednesday,False,16,0,16,12,0,51370.14,6164.41,57534.55,2785.98,48584.16,75.00,75.00,0.00,4280.85,4280.85,3210.63
2,BLR-KOR,2025-09-11,20250911,2025-09,Thursday,False,14,0,14,14,0,67689.90,8122.80,75812.70,5795.19,61894.71,100.00,100.00,0.00,4834.99,4834.99,4834.99
1,BLR-BTM,2026-03-02,20260302,2026-03,Monday,False,16,0,16,11,0,46821.15,2341.06,49162.21,3381.20,43439.95,68.75,68.75,0.00,4256.47,4256.47,2926.32
1,BLR-BTM,2025-06-30,20250630,2025-06,Monday,False,16,0,16,13,0,57195.08,6863.41,64058.49,6263.53,50931.55,81.25,81.25,0.00,4399.62,4399.62,3574.69
