guest_key,guest_id,home_city,guest_segment,has_phone,has_email
4667,G004667,Raipur,corporate,True,True
4668,G004668,Raipur,corporate,True,True
4669,G004669,Hyderabad,leisure,True,True
4670,G004670,Jaipur,corporate,True,False
4671,G004671,Chennai,leisure,True,True
4672,G004672,Ahmedabad,relocation,True,True
4673,G004673,Jaipur,corporate,True,True
4674,G004674,Mumbai,unknown,True,True
4675,G004675,Ahmedabad,corporate,True,True
4676,G004676,Chennai,corporate,True,True
4677,G004677,Nagpur,corporate,True,True
4678,G004678,Indore,corporate,True,True
4679,G004679,Nagpur,leisure,True,True
4680,G004680,Delhi,relocation,True,True
4681,G004681,Chennai,corporate,True,True
4682,G004682,Coimbatore,corporate,True,True
4683,G004683,Indore,leisure,True,True
4684,G004684,Indore,relocation,True,True
4685,G004685,Nagpur,relocation,True,True
4686,G004686,Jaipur,relocation,True,True
4687,G004687,Lucknow,corporate,True,True
4688,G004688,Ahmedabad,corporate,True,True
4689,G004689,Lucknow,relocation,True,True
4690,G004690,Chennai,leisure,True,True
4691,G004691,Kochi,leisure,True,True
4692,G004692,Coimbatore,corporate,True,True
4693,G004693,Kochi,leisure,True,True
4694,G004694,Coimbatore,leisure,True,True
4695,G004695,Delhi,unknown,True,True
4696,G004696,Chennai,leisure,True,True
4697,G004697,Hyderabad,unknown,True,True
4698,G004698,Coimbatore,leisure,True,True
4699,G004699,Hyderabad,relocation,True,True
4700,G004700,Kolkata,unknown,True,True
4701,G004701,Mumbai,corporate,True,True
4702,G004702,Delhi,corporate,True,True
4703,G004703,Coimbatore,corporate,True,True
4704,G004704,Nagpur,corporate,True,True
4705,G004705,Raipur,corporate,True,True
4706,G004706,Mumbai,corporate,True,True
4707,G004707,Lucknow,corporate,True,True
4708,G004708,Jaipur,corporate,True,True
4709,G004709,Pune,corporate,True,True
4710,G004710,Lucknow,relocation,True,True
4711,G004711,Ahmedabad,relocation,True,True
4712,G004712,Pune,corporate,True,True
4713,G004713,Delhi,corporate,True,True
4714,G004714,Kolkata,leisure,True,True
4715,G004715,Kochi,leisure,True,True
4716,G004716,Delhi,corporate,True,True
4717,G004717,Raipur,corporate,True,True
4718,G004718,Nagpur,corporate,True,False
4719,G004719,Delhi,relocation,True,True
4720,G004720,Mumbai,corporate,True,True
4721,G004721,Indore,corporate,True,True
4722,G004722,Jaipur,corporate,True,True
4723,G004723,Kochi,corporate,True,True
4724,G004724,Coimbatore,corporate,True,True
4725,G004725,Nagpur,corporate,True,True
4726,G004726,Kochi,relocation,True,True
4727,G004727,Chennai,corporate,True,True
4728,G004728,Kochi,relocation,True,True
4729,G004729,Indore,corporate,True,True
4730,G004730,Chennai,leisure,True,True
4731,G004731,Raipur,corporate,True,True
4732,G004732,Indore,corporate,True,True
4733,G004733,Lucknow,leisure,True,True
4734,G004734,Jaipur,corporate,True,True
4735,G004735,Kolkata,leisure,True,True
4736,G004736,Nagpur,corporate,True,True
4737,G004737,Nagpur,unknown,True,True
4738,G004738,Nagpur,corporate,True,True
4739,G004739,Ahmedabad,leisure,True,True
4740,G004740,Hyderabad,leisure,True,True
4741,G004741,Nagpur,leisure,True,True
4742,G004742,Pune,corporate,True,True
4743,G004743,Indore,corporate,True,True
4744,G004744,Coimbatore,relocation,True,True
4745,G004745,Kochi,leisure,True,True
4746,G004746,Nagpur,relocation,True,True
4747,G004747,Indore,corporate,True,True
4748,G004748,Raipur,corporate,True,True
4749,G004749,Raipur,leisure,True,True
4750,G004750,Delhi,relocation,True,True
4751,G004751,Ahmedabad,corporate,True,True
4752,G004752,Pune,leisure,True,True
4753,G004753,Chennai,leisure,True,True
4754,G004754,Coimbatore,leisure,True,True
4755,G004755,Delhi,corporate,True,True
4756,G004756,Hyderabad,relocation,True,True
4757,G004757,Jaipur,corporate,True,True
4758,G004758,Raipur,corporate,True,False
4759,G004759,Coimbatore,corporate,True,True
4760,G004760,Ahmedabad,corporate,True,True
4761,G004761,Nagpur,corporate,True,True
4762,G004762,Indore,corporate,True,True
4763,G004763,Indore,relocation,True,True
4764,G004764,Hyderabad,corporate,True,True
4765,G004765,Nagpur,leisure,True,True
4766,G004766,Raipur,corporate,True,True
4767,G004767,Hyderabad,corporate,True,True
4768,G004768,Mumbai,corporate,True,True
4769,G004769,Pune,corporate,True,False
4770,G004770,Coimbatore,leisure,True,True
4771,G004771,Kochi,corporate,True,True
4772,G004772,Coimbatore,corporate,True,True
4773,G004773,Nagpur,leisure,True,True
4774,G004774,Nagpur,corporate,True,True
4775,G004775,Mumbai,corporate,True,True
4776,G004776,Coimbatore,corporate,True,True
4777,G004777,Mumbai,corporate,True,True
4778,G004778,Lucknow,leisure,True,True
4779,G004779,Ahmedabad,unknown,True,True
4780,G004780,Pune,relocation,True,True
4781,G004781,Ahmedabad,corporate,True,True
4782,G004782,Delhi,leisure,True,True
4783,G004783,Indore,leisure,True,True
4784,G004784,Nagpur,leisure,True,True
4785,G004785,Raipur,corporate,True,True
4786,G004786,Delhi,unknown,True,True
4787,G004787,Lucknow,corporate,True,True
4788,G004788,Jaipur,leisure,True,True
4789,G004789,Delhi,corporate,True,True
4790,G004790,Chennai,corporate,True,True
4791,G004791,Kolkata,leisure,False,True
4792,G004792,Kochi,corporate,True,True
4793,G004793,Nagpur,relocation,True,True
4794,G004794,Chennai,relocation,True,True
4795,G004795,Coimbatore,corporate,True,True
4796,G004796,Kochi,leisure,True,True
4797,G004797,Kochi,corporate,True,True
4798,G004798,Kochi,leisure,True,True
4799,G004799,Indore,corporate,True,False
4800,G004800,Pune,relocation,True,True
4801,G004801,Raipur,leisure,True,True
4802,G004802,Delhi,corporate,True,True
4803,G004803,Ahmedabad,corporate,True,True
4804,G004804,Pune,leisure,True,True
4805,G004805,Jaipur,corporate,True,True
4806,G004806,Raipur,leisure,True,True
4807,G004807,Coimbatore,relocation,False,True
4808,G004808,Indore,relocation,True,True
4809,G004809,Nagpur,corporate,True,True
4810,G004810,Pune,corporate,True,True
4811,G004811,Jaipur,leisure,True,True
4812,G004812,Delhi,corporate,True,False
4813,G004813,Lucknow,leisure,True,True
4814,G004814,Kolkata,corporate,False,True
4815,G004815,Delhi,leisure,True,True
4816,G004816,Mumbai,corporate,True,True
4817,G004817,Kochi,corporate,True,True
4818,G004818,Jaipur,leisure,False,True
4819,G004819,Hyderabad,leisure,True,True
4820,G004820,Indore,leisure,True,True
4821,G004821,Coimbatore,unknown,True,False
4822,G004822,Coimbatore,unknown,True,True
4823,G004823,Jaipur,corporate,True,True
4824,G004824,Hyderabad,unknown,True,True
4825,G004825,Hyderabad,leisure,True,True
4826,G004826,Jaipur,leisure,True,True
4827,G004827,Pune,corporate,True,True
4828,G004828,Raipur,unknown,True,True
4829,G004829,Pune,corporate,True,False
4830,G004830,Hyderabad,corporate,True,False
4831,G004831,Indore,corporate,True,True
4832,G004832,Raipur,leisure,True,True
4833,G004833,Hyderabad,corporate,True,True
4834,G004834,Chennai,leisure,True,True
4835,G004835,Coimbatore,corporate,True,True
4836,G004836,Coimbatore,corporate,True,True
4837,G004837,Ahmedabad,corporate,True,True
4838,G004838,Kolkata,corporate,True,True
4839,G004839,Hyderabad,corporate,True,True
4840,G004840,Raipur,relocation,True,True
4841,G004841,Jaipur,leisure,True,True
4842,G004842,Chennai,corporate,True,True
4843,G004843,Raipur,corporate,True,True
4844,G004844,Lucknow,corporate,True,True
4845,G004845,Nagpur,corporate,True,True
4846,G004846,Delhi,corporate,True,True
4847,G004847,Mumbai,relocation,True,True
4848,G004848,Raipur,leisure,True,True
4849,G004849,Delhi,corporate,True,True
4850,G004850,Indore,relocation,True,True
4851,G004851,Mumbai,corporate,True,True
4852,G004852,Raipur,corporate,True,True
4853,G004853,Coimbatore,corporate,True,True
4854,G004854,Delhi,corporate,True,True
4855,G004855,Mumbai,relocation,True,True
4856,G004856,Kolkata,unknown,True,True
4857,G004857,Chennai,unknown,True,True
4858,G004858,Kolkata,corporate,True,True
4859,G004859,Hyderabad,relocation,True,True
4860,G004860,Nagpur,leisure,True,True
4861,G004861,Coimbatore,leisure,True,True
4862,G004862,Kolkata,leisure,True,True
4863,G004863,Indore,corporate,True,True
4864,G004864,Pune,leisure,True,True
4865,G004865,Kochi,relocation,True,True
4866,G004866,Delhi,corporate,True,True
4867,G004867,Indore,corporate,True,True
4868,G004868,Chennai,relocation,True,True
4869,G004869,Lucknow,corporate,True,True
4870,G004870,Nagpur,corporate,True,True
4871,G004871,Jaipur,leisure,True,True
4872,G004872,Coimbatore,leisure,True,True
4873,G004873,Coimbatore,corporate,True,True
4874,G004874,Lucknow,relocation,True,True
4875,G004875,Jaipur,corporate,True,True
4876,G004876,Nagpur,relocation,True,True
4877,G004877,Raipur,corporate,True,True
4878,G004878,Hyderabad,leisure,True,True
4879,G004879,Kochi,corporate,True,True
4880,G004880,Jaipur,leisure,True,True
4881,G004881,Jaipur,leisure,True,True
4882,G004882,Jaipur,relocation,True,True
4883,G004883,Pune,leisure,True,True
4884,G004884,Nagpur,corporate,True,True
4885,G004885,Nagpur,corporate,True,True
4886,G004886,Kochi,leisure,True,True
4887,G004887,Raipur,corporate,True,True
4888,G004888,Jaipur,leisure,True,True
4889,G004889,Kochi,leisure,False,True
4890,G004890,Kochi,leisure,True,True
4891,G004891,Coimbatore,corporate,True,True
4892,G004892,Raipur,corporate,True,True
4893,G004893,Jaipur,relocation,True,True
4894,G004894,Mumbai,leisure,True,True
4895,G004895,Kochi,corporate,True,True
4896,G004896,Ahmedabad,leisure,True,True
4897,G004897,Kochi,relocation,True,False
4898,G004898,Ahmedabad,relocation,True,True
4899,G004899,Kochi,relocation,True,True
4900,G004900,Kolkata,relocation,True,True
4901,G004901,Chennai,corporate,True,False
4902,G004902,Kolkata,corporate,True,True
4903,G004903,Lucknow,corporate,True,True
4904,G004904,Indore,leisure,True,True
4905,G004905,Lucknow,corporate,False,True
4906,G004906,Coimbatore,corporate,True,True
4907,G004907,Jaipur,relocation,True,True
4908,G004908,Raipur,relocation,True,True
4909,G004909,Kolkata,corporate,True,True
4910,G004910,Kolkata,corporate,True,True
4911,G004911,Coimbatore,corporate,True,True
4912,G004912,Delhi,corporate,True,True
4913,G004913,Delhi,corporate,True,True
4914,G004914,Hyderabad,leisure,True,True
4915,G004915,Kochi,corporate,True,True
4916,G004916,Nagpur,corporate,False,True
4917,G004917,Jaipur,leisure,True,True
4918,G004918,Indore,leisure,True,True
4919,G004919,Delhi,relocation,True,True
4920,G004920,Nagpur,leisure,False,True
4921,G004921,Hyderabad,relocation,True,True
4922,G004922,Delhi,corporate,True,True
4923,G004923,Pune,corporate,True,True
4924,G004924,Pune,relocation,True,True
4925,G004925,Chennai,corporate,True,True
4926,G004926,Kolkata,relocation,True,True
4927,G004927,Nagpur,unknown,True,True
4928,G004928,Chennai,leisure,False,True
4929,G004929,Kochi,corporate,True,True
4930,G004930,Hyderabad,corporate,True,True
4931,G004931,Chennai,corporate,True,True
4932,G004932,Delhi,corporate,True,True
4933,G004933,Coimbatore,corporate,True,True
4934,G004934,Lucknow,corporate,True,True
4935,G004935,Jaipur,corporate,True,True
4936,G004936,Kochi,unknown,True,True
4937,G004937,Lucknow,relocation,True,True
4938,G004938,Nagpur,corporate,True,True
4939,G004939,Pune,leisure,True,False
4940,G004940,Raipur,relocation,True,True
4941,G004941,Nagpur,leisure,True,True
4942,G004942,Delhi,corporate,True,True
4943,G004943,Ahmedabad,relocation,True,True
4944,G004944,Ahmedabad,relocation,True,True
4945,G004945,Ahmedabad,leisure,True,True
4946,G004946,Nagpur,leisure,True,True
4947,G004947,Raipur,corporate,True,True
4948,G004948,Jaipur,corporate,True,True
4949,G004949,Mumbai,corporate,True,False
4950,G004950,Hyderabad,corporate,True,True
4951,G004951,Lucknow,corporate,True,True
4952,G004952,Kochi,corporate,True,True
4953,G004953,Mumbai,relocation,True,True
4954,G004954,Mumbai,leisure,True,True
4955,G004955,Kochi,corporate,True,True
4956,G004956,Lucknow,unknown,True,True
4957,G004957,Nagpur,relocation,True,True
4958,G004958,Raipur,corporate,True,True
4959,G004959,Chennai,leisure,True,True
4960,G004960,Indore,leisure,True,True
4961,G004961,Hyderabad,unknown,True,True
4962,G004962,Raipur,leisure,True,True
4963,G004963,Mumbai,corporate,True,False
4964,G004964,Lucknow,relocation,True,True
4965,G004965,Raipur,corporate,False,True
4966,G004966,Hyderabad,leisure,True,True
4967,G004967,Kochi,leisure,True,True
4968,G004968,Kolkata,corporate,True,True
4969,G004969,Ahmedabad,corporate,True,False
4970,G004970,Ahmedabad,corporate,True,True
4971,G004971,Coimbatore,corporate,True,True
4972,G004972,Hyderabad,relocation,True,True
4973,G004973,Kolkata,corporate,True,True
4974,G004974,Kochi,relocation,True,True
4975,G004975,Kochi,corporate,True,True
4976,G004976,Ahmedabad,corporate,False,True
4977,G004977,Delhi,relocation,True,True
4978,G004978,Delhi,relocation,True,True
4979,G004979,Indore,leisure,True,True
4980,G004980,Hyderabad,corporate,True,True
4981,G004981,Kolkata,corporate,True,True
4982,G004982,Coimbatore,corporate,True,True
4983,G004983,Kochi,corporate,True,True
4984,G004984,Delhi,leisure,True,True
4985,G004985,Kolkata,corporate,True,True
4986,G004986,Coimbatore,relocation,True,True
4987,G004987,Delhi,corporate,True,True
4988,G004988,Jaipur,corporate,True,True
4989,G004989,Hyderabad,relocation,True,True
4990,G004990,Lucknow,relocation,True,True
4991,G004991,Jaipur,corporate,True,True
4992,G004992,Raipur,corporate,True,True
4993,G004993,Kochi,leisure,True,True
4994,G004994,Kolkata,corporate,True,True
4995,G004995,Ahmedabad,relocation,True,True
4996,G004996,Delhi,corporate,True,True
4997,G004997,Nagpur,corporate,True,True
4998,G004998,Kolkata,corporate,True,True
4999,G004999,Indore,unknown,True,True
5000,G005000,Kolkata,corporate,True,True
5001,G005001,Pune,corporate,True,True
5002,G005002,Kochi,leisure,True,True
5003,G005003,Mumbai,leisure,True,True
5004,G005004,Nagpur,leisure,True,True
5005,G005005,Raipur,leisure,True,True
5006,G005006,Hyderabad,relocation,True,True
5007,G005007,Hyderabad,relocation,True,True
5008,G005008,Coimbatore,leisure,True,True
5009,G005009,Mumbai,corporate,True,True
5010,G005010,Pune,corporate,True,True
5011,G005011,Kochi,relocation,True,True
5012,G005012,Lucknow,corporate,True,True
5013,G005013,Chennai,corporate,True,True
5014,G005014,Kolkata,corporate,False,True
5015,G005015,Pune,leisure,True,True
5016,G005016,Raipur,leisure,True,True
5017,G005017,Ahmedabad,leisure,True,True
5018,G005018,Kolkata,corporate,True,True
5019,G005019,Jaipur,leisure,True,True
5020,G005020,Chennai,leisure,True,True
5021,G005021,Delhi,leisure,True,True
5022,G005022,Kolkata,leisure,True,True
5023,G005023,Hyderabad,corporate,True,True
5024,G005024,Kolkata,leisure,True,True
5025,G005025,Raipur,corporate,True,True
5026,G005026,Jaipur,corporate,True,True
5027,G005027,Lucknow,unknown,True,True
5028,G005028,Coimbatore,corporate,True,True
5029,G005029,Pune,relocation,True,True
5030,G005030,Kochi,leisure,True,True
5031,G005031,Nagpur,corporate,True,True
5032,G005032,Kolkata,corporate,True,True
5033,G005033,Nagpur,corporate,True,True
5034,G005034,Lucknow,corporate,True,True
5035,G005035,Jaipur,leisure,True,True
5036,G005036,Ahmedabad,relocation,True,True
5037,G005037,Mumbai,corporate,True,True
5038,G005038,Ahmedabad,unknown,True,True
5039,G005039,Lucknow,corporate,True,True
5040,G005040,Indore,corporate,True,True
5041,G005041,Delhi,corporate,True,True
5042,G005042,Jaipur,corporate,True,True
5043,G005043,Coimbatore,corporate,True,True
5044,G005044,Kochi,corporate,True,True
5045,G005045,Indore,relocation,False,True
5046,G005046,Indore,corporate,True,True
5047,G005047,Delhi,leisure,True,True
5048,G005048,Coimbatore,corporate,True,True
5049,G005049,Nagpur,corporate,True,True
5050,G005050,Ahmedabad,corporate,True,True
5051,G005051,Delhi,leisure,True,True
5052,G005052,Ahmedabad,unknown,True,True
5053,G005053,Kolkata,corporate,True,True
5054,G005054,Jaipur,relocation,True,True
5055,G005055,Pune,corporate,True,True
5056,G005056,Hyderabad,corporate,True,True
5057,G005057,Ahmedabad,corporate,True,True
5058,G005058,Kochi,corporate,True,True
5059,G005059,Hyderabad,corporate,True,True
5060,G005060,Ahmedabad,unknown,True,True
5061,G005061,Hyderabad,corporate,True,True
5062,G005062,Mumbai,leisure,True,True
5063,G005063,Hyderabad,leisure,True,True
5064,G005064,Mumbai,corporate,True,True
5065,G005065,Coimbatore,corporate,True,True
5066,G005066,Chennai,leisure,True,True
5067,G005067,Chennai,corporate,True,True
5068,G005068,Mumbai,leisure,False,True
5069,G005069,Kochi,corporate,True,True
5070,G005070,Coimbatore,leisure,True,True
5071,G005071,Ahmedabad,relocation,True,True
5072,G005072,Raipur,leisure,True,True
5073,G005073,Raipur,corporate,True,True
5074,G005074,Pune,corporate,True,True
5075,G005075,Hyderabad,corporate,True,True
5076,G005076,Raipur,corporate,True,True
5077,G005077,Chennai,relocation,True,True
5078,G005078,Chennai,corporate,True,True
5079,G005079,Chennai,corporate,True,True
5080,G005080,Hyderabad,corporate,True,True
5081,G005081,Kolkata,relocation,True,True
5082,G005082,Kolkata,relocation,True,True
5083,G005083,Jaipur,relocation,True,True
5084,G005084,Nagpur,leisure,True,True
5085,G005085,Indore,corporate,True,True
5086,G005086,Chennai,leisure,True,True
5087,G005087,Jaipur,corporate,True,True
5088,G005088,Pune,relocation,True,True
5089,G005089,Lucknow,unknown,True,False
5090,G005090,Coimbatore,leisure,True,True
5091,G005091,Raipur,corporate,True,True
5092,G005092,Indore,leisure,True,False
5093,G005093,Lucknow,leisure,True,True
5094,G005094,Kochi,relocation,True,True
5095,G005095,Lucknow,corporate,True,True
5096,G005096,Coimbatore,corporate,True,True
5097,G005097,Indore,leisure,True,True
5098,G005098,Kolkata,corporate,True,True
5099,G005099,Nagpur,corporate,True,True
5100,G005100,Kochi,corporate,True,True
5101,G005101,Chennai,leisure,True,True
5102,G005102,Chennai,corporate,True,True
5103,G005103,Pune,corporate,True,True
5104,G005104,Coimbatore,corporate,True,True
5105,G005105,Raipur,corporate,True,True
5106,G005106,Hyderabad,corporate,True,True
5107,G005107,Nagpur,corporate,True,True
5108,G005108,Chennai,corporate,True,True
5109,G005109,Lucknow,corporate,True,True
5110,G005110,Mumbai,corporate,True,True
5111,G005111,Pune,leisure,True,True
5112,G005112,Indore,corporate,True,True
5113,G005113,Raipur,relocation,True,True
5114,G005114,Lucknow,corporate,True,True
5115,G005115,Lucknow,corporate,True,True
5116,G005116,Hyderabad,corporate,True,True
5117,G005117,Pune,leisure,True,True
5118,G005118,Jaipur,unknown,True,True
5119,G005119,Indore,relocation,True,True
5120,G005120,Lucknow,corporate,True,True
5121,G005121,Kochi,corporate,True,True
5122,G005122,Kolkata,corporate,True,True
5123,G005123,Hyderabad,corporate,True,True
5124,G005124,Ahmedabad,relocation,True,True
5125,G005125,Indore,corporate,True,True
5126,G005126,Chennai,leisure,True,True
5127,G005127,Jaipur,leisure,True,True
5128,G005128,Kochi,corporate,True,True
5129,G005129,Nagpur,corporate,True,True
5130,G005130,Coimbatore,relocation,True,False
5131,G005131,Nagpur,corporate,True,True
5132,G005132,Chennai,leisure,True,False
5133,G005133,Delhi,relocation,True,True
5134,G005134,Delhi,relocation,True,True
5135,G005135,Kochi,leisure,True,True
5136,G005136,Chennai,leisure,True,True
5137,G005137,Nagpur,leisure,True,True
5138,G005138,Chennai,leisure,True,True
5139,G005139,Raipur,leisure,True,True
5140,G005140,Hyderabad,leisure,True,True
5141,G005141,Nagpur,relocation,True,True
5142,G005142,Coimbatore,corporate,True,True
5143,G005143,Coimbatore,relocation,True,True
5144,G005144,Lucknow,relocation,True,True
5145,G005145,Hyderabad,corporate,True,True
5146,G005146,Kochi,corporate,True,True
5147,G005147,Ahmedabad,corporate,True,True
5148,G005148,Chennai,corporate,True,True
5149,G005149,Indore,corporate,True,True
5150,G005150,Kolkata,corporate,True,True
5151,G005151,Ahmedabad,corporate,True,True
5152,G005152,Jaipur,corporate,True,True
5153,G005153,Ahmedabad,corporate,True,True
5154,G005154,Ahmedabad,corporate,True,True
5155,G005155,Kolkata,leisure,True,True
5156,G005156,Chennai,relocation,True,True
5157,G005157,Raipur,relocation,True,True
5158,G005158,Kochi,unknown,True,True
5159,G005159,Raipur,relocation,True,True
5160,G005160,Pune,relocation,True,True
5161,G005161,Raipur,corporate,True,True
5162,G005162,Chennai,corporate,True,True
5163,G005163,Lucknow,corporate,True,True
5164,G005164,Ahmedabad,corporate,True,True
5165,G005165,Hyderabad,relocation,True,True
5166,G005166,Delhi,corporate,True,True
5167,G005167,Mumbai,corporate,True,False
5168,G005168,Hyderabad,leisure,True,True
5169,G005169,Hyderabad,relocation,True,True
5170,G005170,Pune,leisure,True,True
5171,G005171,Kolkata,corporate,True,True
5172,G005172,Delhi,corporate,True,True
5173,G005173,Delhi,corporate,True,True
5174,G005174,Lucknow,relocation,True,True
5175,G005175,Coimbatore,leisure,True,True
5176,G005176,Indore,relocation,True,True
5177,G005177,Nagpur,leisure,True,True
5178,G005178,Mumbai,corporate,True,True
5179,G005179,Delhi,corporate,True,True
5180,G005180,Chennai,unknown,True,True
5181,G005181,Coimbatore,corporate,True,True
5182,G005182,Mumbai,corporate,True,True
5183,G005183,Kochi,corporate,True,True
5184,G005184,Chennai,unknown,True,True
5185,G005185,Kochi,corporate,True,True
5186,G005186,Chennai,corporate,True,True
5187,G005187,Lucknow,leisure,True,True
5188,G005188,Kochi,leisure,True,True
5189,G005189,Jaipur,corporate,True,True
5190,G005190,Kochi,corporate,True,True
5191,G005191,Mumbai,corporate,True,True
5192,G005192,Mumbai,unknown,True,True
5193,G005193,Indore,relocation,True,True
5194,G005194,Ahmedabad,corporate,True,True
5195,G005195,Nagpur,relocation,True,True
5196,G005196,Lucknow,relocation,True,True
5197,G005197,Kolkata,relocation,False,True
5198,G005198,Hyderabad,relocation,True,True
5199,G005199,Lucknow,relocation,True,True
5200,G005200,Delhi,corporate,True,True
5201,G005201,Nagpur,corporate,False,True
5202,G005202,Pune,leisure,True,True
5203,G005203,Kochi,relocation,True,True
5204,G005204,Chennai,unknown,True,True
5205,G005205,Ahmedabad,relocation,True,True
5206,G005206,Delhi,leisure,True,True
5207,G005207,Ahmedabad,corporate,False,True
5208,G005208,Pune,leisure,True,True
5209,G005209,Nagpur,leisure,True,True
5210,G005210,Kolkata,relocation,True,True
5211,G005211,Hyderabad,corporate,True,True
5212,G005212,Raipur,corporate,True,True
5213,G005213,Lucknow,corporate,True,True
5214,G005214,Kochi,corporate,True,True
5215,G005215,Hyderabad,unknown,True,True
5216,G005216,Indore,leisure,True,True
5217,G005217,Hyderabad,corporate,True,True
5218,G005218,Pune,leisure,True,True
5219,G005219,Coimbatore,leisure,True,True
5220,G005220,Jaipur,corporate,True,True
5221,G005221,Chennai,corporate,True,True
5222,G005222,Kochi,unknown,True,True
5223,G005223,Nagpur,corporate,True,True
5224,G005224,Chennai,leisure,True,True
5225,G005225,Kochi,leisure,True,True
5226,G005226,Delhi,corporate,True,True
5227,G005227,Raipur,leisure,True,True
5228,G005228,Kolkata,unknown,True,True
5229,G005229,Kolkata,leisure,True,True
5230,G005230,Mumbai,relocation,True,True
5231,G005231,Hyderabad,unknown,True,False
5232,G005232,Nagpur,corporate,True,True
5233,G005233,Jaipur,leisure,True,True
5234,G005234,Ahmedabad,leisure,True,True
5235,G005235,Hyderabad,corporate,True,True
5236,G005236,Pune,leisure,True,True
5237,G005237,Nagpur,corporate,True,True
5238,G005238,Chennai,corporate,True,True
5239,G005239,Kolkata,leisure,True,True
5240,G005240,Pune,corporate,True,True
5241,G005241,Coimbatore,relocation,True,True
5242,G005242,Coimbatore,corporate,True,True
5243,G005243,Mumbai,relocation,True,True
5244,G005244,Raipur,corporate,True,True
5245,G005245,Indore,corporate,True,True
5246,G005246,Lucknow,relocation,True,True
5247,G005247,Pune,corporate,True,True
5248,G005248,Raipur,leisure,True,True
5249,G005249,Hyderabad,relocation,True,True
5250,G005250,Coimbatore,corporate,True,True
5251,G005251,Hyderabad,corporate,True,True
5252,G005252,Kochi,leisure,True,True
5253,G005253,Delhi,relocation,True,True
5254,G005254,Indore,relocation,True,True
5255,G005255,Indore,leisure,True,True
5256,G005256,Lucknow,corporate,True,True
5257,G005257,Ahmedabad,corporate,True,True
5258,G005258,Raipur,corporate,True,True
5259,G005259,Indore,corporate,True,True
5260,G005260,Nagpur,corporate,True,True
5261,G005261,Lucknow,unknown,True,True
5262,G005262,Pune,corporate,True,True
5263,G005263,Coimbatore,corporate,True,True
5264,G005264,Pune,corporate,True,True
5265,G005265,Delhi,corporate,True,True
5266,G005266,Ahmedabad,corporate,True,True
5267,G005267,Pune,relocation,True,True
5268,G005268,Delhi,corporate,True,True
5269,G005269,Delhi,corporate,True,True
5270,G005270,Ahmedabad,corporate,True,True
5271,G005271,Coimbatore,corporate,False,True
5272,G005272,Indore,corporate,True,True
5273,G005273,Nagpur,leisure,True,True
5274,G005274,Delhi,corporate,True,True
5275,G005275,Coimbatore,leisure,True,True
5276,G005276,Jaipur,corporate,True,True
5277,G005277,Jaipur,leisure,True,True
5278,G005278,Indore,corporate,True,True
5279,G005279,Indore,corporate,True,True
5280,G005280,Nagpur,corporate,True,True
5281,G005281,Kolkata,relocation,True,True
5282,G005282,Hyderabad,relocation,True,True
5283,G005283,Pune,corporate,True,True
5284,G005284,Ahmedabad,corporate,True,True
5285,G005285,Jaipur,leisure,True,True
5286,G005286,Chennai,corporate,True,True
5287,G005287,Raipur,corporate,True,True
5288,G005288,Mumbai,leisure,True,True
5289,G005289,Mumbai,corporate,True,True
5290,G005290,Indore,leisure,True,True
5291,G005291,Lucknow,corporate,True,True
5292,G005292,Mumbai,corporate,True,True
5293,G005293,Jaipur,corporate,True,True
5294,G005294,Ahmedabad,relocation,True,True
5295,G005295,Nagpur,leisure,True,True
5296,G005296,Ahmedabad,corporate,True,True
5297,G005297,Coimbatore,leisure,True,True
5298,G005298,Ahmedabad,unknown,True,True
5299,G005299,Pune,corporate,True,True
5300,G005300,Pune,corporate,True,True
5301,G005301,Mumbai,corporate,True,True
5302,G005302,Coimbatore,corporate,True,True
5303,G005303,Coimbatore,corporate,True,True
5304,G005304,Pune,leisure,True,True
5305,G005305,Pune,corporate,True,True
5306,G005306,Kochi,leisure,True,True
5307,G005307,Nagpur,corporate,True,True
5308,G005308,Chennai,relocation,True,True
5309,G005309,Ahmedabad,corporate,True,True
5310,G005310,Kolkata,leisure,True,True
5311,G005311,Kochi,corporate,True,True
5312,G005312,Chennai,corporate,True,True
5313,G005313,Coimbatore,leisure,True,True
5314,G005314,Jaipur,relocation,True,True
5315,G005315,Kolkata,corporate,True,True
5316,G005316,Pune,relocation,False,True
5317,G005317,Ahmedabad,corporate,True,True
5318,G005318,Nagpur,corporate,True,True
5319,G005319,Delhi,leisure,True,True
5320,G005320,Coimbatore,corporate,True,False
5321,G005321,Delhi,unknown,True,True
5322,G005322,Chennai,leisure,True,True
5323,G005323,Kolkata,relocation,True,True
5324,G005324,Ahmedabad,leisure,False,True
5325,G005325,Hyderabad,leisure,True,True
5326,G005326,Chennai,corporate,True,True
5327,G005327,Delhi,leisure,True,True
5328,G005328,Kolkata,leisure,True,True
5329,G005329,Coimbatore,leisure,True,True
5330,G005330,Coimbatore,corporate,True,True
5331,G005331,Kochi,corporate,True,False
5332,G005332,Delhi,unknown,True,True
5333,G005333,Pune,relocation,True,False
5334,G005334,Kolkata,corporate,True,True
5335,G005335,Chennai,corporate,True,True
5336,G005336,Coimbatore,corporate,True,True
5337,G005337,Mumbai,leisure,True,True
5338,G005338,Kolkata,corporate,True,True
5339,G005339,Delhi,corporate,True,True
