payment_key,payment_id,booking_key,payment_date,settlement_date,method,gross_amount_inr,gateway_fee_inr,gst_on_fee_inr,net_credited_inr,status,is_orphan_reference
1992,PAY0001992,2335.0,2025-10-29,2025-11-05,upi,2043.73,40.87,7.36,1995.50,settled,False
1993,PAY0001993,2336.0,2025-10-09,2025-11-08,upi,3346.15,66.92,12.05,3267.18,settled,False
1994,PAY0001994,2337.0,2025-10-28,2025-11-27,ota_collect,8051.00,161.02,28.98,7861.00,settled,False
1995,PAY0001995,2339.0,2025-10-16,2025-10-31,ota_collect,4076.95,81.54,14.68,3980.73,settled,False
1996,PAY0001996,2340.0,2025-10-30,2025-11-06,netbanking,985.41,19.71,3.55,962.15,settled,False
1997,PAY0001997,2341.0,2025-10-28,2025-11-27,netbanking,19006.05,380.12,68.42,18557.51,settled,False
1998,PAY0001998,2342.0,2025-10-07,2025-10-09,ota_collect,4250.15,85.00,15.30,4149.85,settled,False
1999,PAY0001999,2343.0,2025-09-03,2025-09-04,ota_collect,6719.64,134.39,24.19,6561.06,settled,False
2000,PAY0002000,2344.0,2025-10-25,2025-10-27,upi,6471.38,129.43,23.30,6318.65,settled,False
2001,PAY0002001,2347.0,2025-10-28,2025-11-27,upi,3365.52,67.31,12.12,3286.09,settled,False
2002,PAY0002002,2348.0,2025-10-13,2025-10-22,card,5931.15,118.62,21.35,5791.18,settled,False
2003,PAY0002003,2349.0,2025-10-27,2025-11-11,upi,13590.32,271.81,48.93,13269.58,settled,False
2004,PAY0002004,2350.0,2025-10-06,2025-10-21,ota_collect,3502.09,70.04,12.61,3419.44,settled,False
2005,PAY0002005,2351.0,2025-10-29,2025-10-31,upi,81132.37,1622.65,292.08,79217.64,settled,False
2006,PAY0002006,2352.0,2025-10-31,2025-10-31,cash,3483.96,0.00,0.00,3483.96,settled,False
2007,PAY0002007,2354.0,2025-10-27,2025-11-26,upi,21287.90,425.76,76.64,20785.50,settled,False
2008,PAY0002008,2355.0,2025-10-22,2025-10-24,upi,4822.69,96.45,17.36,4708.88,settled,False
2009,PAY0002009,2358.0,2025-10-30,2025-11-01,ota_collect,18663.66,373.27,67.19,18223.20,settled,False
2010,PAY0002010,2359.0,2025-10-30,2025-11-01,upi,3521.09,70.42,12.68,3437.99,settled,False
2011,PAY0002011,2360.0,2025-07-25,2025-07-26,upi,4331.09,86.62,15.59,4228.88,settled,False
2012,PAY0002012,2361.0,2025-10-29,2025-10-31,card,15584.20,311.68,56.10,15216.42,settled,False
2013,PAY0002013,2362.0,2025-10-24,2025-11-23,netbanking,20622.60,412.45,74.24,20135.91,settled,False
2014,PAY0002014,2363.0,2025-10-11,2025-10-20,upi,22215.50,444.31,79.98,21691.21,settled,False
2015,PAY0002015,2364.0,2025-11-03,2025-11-10,wallet,1229.53,24.59,4.43,1200.51,settled,False
2016,PAY0002016,2365.0,2025-11-02,2025-12-02,card,6720.14,134.40,24.19,6561.55,settled,False
2017,PAY0002017,,2025-10-27,2025-11-11,ota_collect,24841.80,496.84,89.43,24255.53,settled,True
2018,PAY0002018,2367.0,2025-10-04,2025-10-13,card,31141.74,622.83,112.11,30406.80,settled,False
2019,PAY0002019,2368.0,2025-10-29,2025-11-05,ota_collect,1373.89,27.48,4.95,1341.46,settled,False
2020,PAY0002020,2370.0,2025-10-21,2025-11-05,upi,56027.28,1120.55,201.70,54705.03,settled,False
2021,PAY0002021,2371.0,2025-10-29,2025-11-28,card,100018.04,2000.36,360.06,97657.62,settled,False
2022,PAY0002022,2372.0,2025-10-24,2025-10-26,upi,4547.02,90.94,16.37,4439.71,settled,False
2023,PAY0002023,2373.0,2025-11-04,2025-11-11,upi,1354.02,27.08,4.87,1322.07,settled,False
2024,PAY0002024,2374.0,2025-10-30,2025-11-08,card,21207.69,424.15,76.35,20707.19,settled,False
2025,PAY0002025,2375.0,2025-10-30,2025-11-29,upi,13828.11,276.56,49.78,13501.77,settled,False
2026,PAY0002026,2376.0,2025-10-08,2025-11-07,ota_collect,3865.16,77.30,13.91,3773.95,settled,False
2027,PAY0002027,2377.0,2025-10-29,2025-11-13,ota_collect,5513.88,110.28,19.85,5383.75,settled,False
2028,PAY0002028,2378.0,2025-10-21,2025-11-05,netbanking,4275.01,85.50,15.39,4174.12,settled,False
2029,PAY0002029,2379.0,2025-11-04,2025-11-11,ota_collect,991.90,19.84,3.57,968.49,settled,False
2030,PAY0002030,2381.0,2025-11-03,2025-11-10,ota_collect,1423.73,28.47,5.12,1390.14,settled,False
2031,PAY0002031,2382.0,2025-11-04,2025-11-06,upi,29573.95,591.48,106.47,28876.00,settled,False
2032,PAY0002032,2383.0,2025-11-02,2025-11-04,card,7479.98,149.60,26.93,7303.45,settled,False
2033,PAY0002033,2384.0,2025-10-26,2025-11-10,card,9825.62,196.51,35.37,9593.74,settled,False
2034,PAY0002034,2385.0,2025-11-05,2025-11-12,wallet,1278.61,25.57,4.60,1248.44,settled,False
2035,PAY0002035,2386.0,2025-10-10,2025-10-12,card,3585.18,71.70,12.91,3500.57,settled,False
2036,PAY0002036,2388.0,2025-10-16,2025-10-25,card,10697.52,213.95,38.51,10445.06,settled,False
2037,PAY0002037,2389.0,2025-10-31,2025-11-15,card,21814.36,436.29,78.53,21299.54,settled,False
2038,PAY0002038,2391.0,2025-11-03,2025-11-18,card,20980.24,419.60,75.53,20485.11,settled,False
2039,PAY0002039,2393.0,2025-11-04,2025-11-13,ota_collect,4357.75,87.16,15.69,4254.90,settled,False
2040,PAY0002040,2394.0,2025-11-04,2025-11-06,ota_collect,9369.06,187.38,33.73,9147.95,settled,False
2041,PAY0002041,2396.0,2025-10-29,2025-11-13,upi,24377.53,487.55,87.76,23802.22,settled,False
2042,PAY0002042,2397.0,2025-11-04,2025-12-04,upi,42754.63,855.09,153.92,41745.62,settled,False
2043,PAY0002043,2398.0,2025-10-04,2025-10-13,upi,18498.40,369.97,66.59,18061.84,settled,False
2044,PAY0002044,2399.0,2025-11-02,2025-11-17,ota_collect,12303.24,246.06,44.29,12012.89,settled,False
2045,PAY0002045,,2025-10-26,2025-10-28,ota_collect,9765.03,195.30,35.15,9534.58,settled,True
2046,PAY0002046,2401.0,2025-11-04,2025-11-19,upi,4707.78,94.16,16.95,4596.67,settled,False
2047,PAY0002047,2402.0,2025-10-28,2025-11-12,card,4416.29,88.33,15.90,4312.06,settled,False
2048,PAY0002048,2405.0,2025-09-19,2025-10-04,ota_collect,7434.36,148.69,26.76,7258.91,settled,False
2049,PAY0002049,2408.0,2025-10-27,2025-11-26,netbanking,18493.41,369.87,66.58,18056.96,settled,False
2050,PAY0002050,2409.0,2025-11-07,2025-11-14,netbanking,1203.03,24.06,4.33,1174.64,settled,False
2051,PAY0002051,2410.0,2025-11-05,2025-11-07,upi,7095.60,141.91,25.54,6928.15,settled,False
2052,PAY0002052,2411.0,2025-10-29,2025-10-31,card,3916.54,78.33,14.10,3824.11,settled,False
2053,PAY0002053,2412.0,2025-10-31,2025-11-09,upi,13795.38,275.91,49.66,13469.81,settled,False
2054,PAY0002054,2413.0,2025-10-27,2025-10-29,netbanking,4023.13,80.46,14.48,3928.19,settled,False
2055,PAY0002055,2414.0,2025-11-07,2025-11-14,card,914.41,18.29,3.29,892.83,settled,False
2056,PAY0002056,2415.0,2025-11-06,2025-11-08,ota_collect,8423.84,168.48,30.33,8225.03,settled,False
2057,PAY0002057,2416.0,2025-11-04,2025-11-06,ota_collect,11324.50,226.49,40.77,11057.24,settled,False
2058,PAY0002058,2417.0,2025-10-29,2025-11-07,ota_collect,7783.46,155.67,28.02,7599.77,settled,False
2059,PAY0002059,2418.0,2025-11-02,2025-12-02,upi,31244.88,624.90,112.48,30507.50,settled,False
2060,PAY0002060,2419.0,2025-10-31,2025-11-02,card,5168.15,103.36,18.60,5046.19,settled,False
2061,PAY0002061,2422.0,2025-11-09,2025-11-16,upi,918.01,18.36,3.30,896.35,settled,False
2062,PAY0002062,2423.0,2025-11-08,2025-12-08,ota_collect,31678.00,633.56,114.04,30930.40,settled,False
2063,PAY0002063,2424.0,2025-10-28,2025-11-27,card,14391.69,287.83,51.81,14052.05,settled,False
2064,PAY0002064,2426.0,2025-08-22,2025-09-06,card,3312.47,66.25,11.92,3234.30,settled,False
2065,PAY0002065,2427.0,2025-11-07,2025-12-07,upi,3241.95,64.84,11.67,3165.44,settled,False
2066,PAY0002066,2428.0,2025-11-09,2025-11-16,ota_collect,1329.73,26.59,4.79,1298.35,settled,False
2067,PAY0002067,2429.0,2025-10-31,2025-11-15,upi,3575.47,71.51,12.87,3491.09,settled,False
2068,PAY0002068,2430.0,2025-11-04,2025-11-19,ota_collect,3954.40,79.09,14.24,3861.07,settled,False
2069,PAY0002069,2431.0,2025-11-01,2025-11-03,ota_collect,20544.04,410.88,73.96,20059.20,settled,False
2070,PAY0002070,2432.0,2025-11-10,2025-12-10,ota_collect,22886.88,457.74,82.39,22346.75,settled,False
2071,PAY0002071,2433.0,2025-11-01,2025-12-01,card,26627.16,532.54,95.86,25998.76,settled,False
2072,PAY0002072,2434.0,2025-11-09,2025-12-09,upi,3563.64,71.27,12.83,3479.54,settled,False
2073,PAY0002073,2435.0,2025-11-03,2025-11-12,wallet,15909.15,318.18,57.27,15533.70,settled,False
2074,PAY0002074,2439.0,2025-11-02,2025-12-02,card,10933.29,218.67,39.36,10675.26,settled,False
2075,PAY0002075,2440.0,2025-10-13,2025-10-15,upi,31652.34,633.05,113.95,30905.34,settled,False
2076,PAY0002076,2441.0,2025-11-08,2025-12-08,upi,34085.04,681.70,122.71,33280.63,settled,False
2077,PAY0002077,2442.0,2025-11-05,2025-12-05,upi,8693.92,173.88,31.30,8488.74,settled,False
2078,PAY0002078,2443.0,2025-11-09,2025-12-09,upi,17626.32,352.53,63.46,17210.33,settled,False
2079,PAY0002079,2444.0,2025-11-09,2025-12-09,card,13858.44,277.17,49.89,13531.38,settled,False
2080,PAY0002080,2445.0,2025-11-10,2025-11-10,upi,13585.44,271.71,48.91,13264.82,settled,False
2081,PAY0002081,2446.0,2025-10-18,2025-11-02,upi,19435.83,388.72,69.97,18977.14,settled,False
2082,PAY0002082,2448.0,2025-10-30,2025-11-29,upi,20621.56,412.43,74.24,20134.89,settled,False
2083,PAY0002083,2449.0,2025-11-06,2025-12-06,card,14011.23,280.22,50.44,13680.57,settled,False
2084,PAY0002084,2450.0,2025-10-30,2025-11-14,card,10501.54,210.03,37.81,10253.70,settled,False
2085,PAY0002085,2451.0,2025-11-06,2025-12-06,upi,18676.25,373.53,67.24,18235.48,settled,False
2086,PAY0002086,2452.0,2025-11-10,2025-11-17,netbanking,2020.45,40.41,7.27,1972.77,settled,False
2087,PAY0002087,2453.0,2025-11-04,2025-11-19,upi,3854.80,77.10,13.88,3763.82,settled,False
2088,PAY0002088,2454.0,2025-10-29,2025-11-13,upi,16393.66,327.87,59.02,16006.77,settled,False
2089,PAY0002089,2455.0,2025-11-10,2025-11-10,card,6928.13,138.56,24.94,6764.63,settled,False
2090,PAY0002090,2456.0,2025-11-07,2025-11-16,upi,4389.40,87.79,15.80,4285.81,settled,False
2091,PAY0002091,2457.0,2025-10-02,2025-11-01,card,4132.01,82.64,14.88,4034.49,settled,False
2092,PAY0002092,2458.0,2025-11-06,2025-12-06,upi,27475.30,549.51,98.91,26826.88,settled,False
2093,PAY0002093,2461.0,2025-10-27,2025-11-05,upi,5856.49,117.13,21.08,5718.28,settled,False
2094,PAY0002094,2462.0,2025-10-19,2025-10-28,ota_collect,6885.88,137.72,24.79,6723.37,settled,False
2095,PAY0002095,2463.0,2025-10-26,2025-11-25,upi,5634.73,112.69,20.28,5501.76,settled,False
2096,PAY0002096,2464.0,2025-10-19,2025-10-21,ota_collect,31709.86,634.20,114.16,30961.50,settled,False
2097,PAY0002097,2465.0,2025-11-06,2025-12-06,wallet,9017.74,180.35,32.46,8804.93,settled,False
2098,PAY0002098,2466.0,2025-11-13,2025-11-20,upi,1162.93,23.26,4.19,1135.48,settled,False
2099,PAY0002099,2467.0,2025-11-11,2025-12-11,upi,3428.98,68.58,12.34,3348.06,settled,False
2100,PAY0002100,2469.0,2025-11-10,2025-11-25,netbanking,10439.91,208.80,37.58,10193.53,settled,False
2101,PAY0002101,2470.0,2025-11-08,2025-11-23,ota_collect,7086.60,141.73,25.51,6919.36,settled,False
2102,PAY0002102,2471.0,2025-10-10,2025-11-09,upi,3955.81,79.12,14.24,3862.45,settled,False
2103,PAY0002103,2472.0,2025-10-19,2025-10-20,netbanking,14574.51,291.49,52.47,14230.55,settled,False
2104,PAY0002104,2473.0,2025-09-22,2025-10-01,netbanking,7199.29,143.99,25.92,7029.38,settled,False
2105,PAY0002105,2474.0,2025-11-13,2025-12-13,upi,95660.82,1913.22,344.38,93403.22,settled,False
2106,PAY0002106,2475.0,2025-11-13,2025-12-13,upi,7849.73,156.99,28.26,7664.48,settled,False
2107,PAY0002107,2476.0,2025-11-11,2025-12-11,card,7232.48,144.65,26.04,7061.79,settled,False
2108,PAY0002108,2477.0,2025-10-19,2025-11-18,netbanking,6407.06,128.14,23.07,6255.85,settled,False
2109,PAY0002109,2478.0,2025-11-12,2025-12-12,card,30221.44,604.43,108.80,29508.21,settled,False
2110,PAY0002110,2479.0,2025-08-04,2025-09-03,ota_collect,4248.26,84.97,15.29,4148.00,settled,False
2111,PAY0002111,2480.0,2025-07-30,2025-07-31,ota_collect,14218.38,284.37,51.19,13882.82,settled,False
2112,PAY0002112,2481.0,2025-11-13,2025-11-20,wallet,1109.02,22.18,3.99,1082.85,settled,False
2113,PAY0002113,2482.0,2025-11-10,2025-12-10,ota_collect,3756.01,75.12,13.52,3667.37,settled,False
2114,PAY0002114,2483.0,2025-11-12,2025-12-12,netbanking,19764.12,395.28,71.15,19297.69,settled,False
2115,PAY0002115,2484.0,2025-10-14,2025-10-29,ota_collect,6400.36,128.01,23.04,6249.31,settled,False
2116,PAY0002116,2485.0,2025-11-10,2025-11-19,ota_collect,11580.33,231.61,41.69,11307.03,settled,False
2117,PAY0002117,2486.0,2025-10-24,2025-11-23,upi,12269.24,245.38,44.17,11979.69,settled,False
2118,PAY0002118,2487.0,2025-11-06,2025-12-06,ota_collect,6668.84,133.38,24.01,6511.45,settled,False
2119,PAY0002119,2489.0,2025-11-06,2025-12-06,upi,4086.45,81.73,14.71,3990.01,settled,False
2120,PAY0002120,2490.0,2025-10-17,2025-10-19,card,4302.77,86.06,15.49,4201.22,settled,False
2121,PAY0002121,2491.0,2025-11-15,2025-12-15,upi,3311.72,66.23,11.92,3233.57,settled,False
2122,PAY0002122,2492.0,2025-08-24,2025-09-02,ota_collect,7114.53,142.29,25.61,6946.63,settled,False
2123,PAY0002123,2493.0,2025-11-16,2025-11-23,card,1179.07,23.58,4.24,1151.25,settled,False
2124,PAY0002124,2494.0,2025-09-18,2025-10-03,ota_collect,29355.34,587.11,105.68,28662.55,settled,False
2125,PAY0002125,2496.0,2025-10-24,2025-11-08,ota_collect,8533.74,170.67,30.72,8332.35,settled,False
2126,PAY0002126,2497.0,2025-11-13,2025-12-13,upi,4968.29,99.37,17.89,4851.03,settled,False
2127,PAY0002127,2498.0,2025-11-17,2025-11-24,upi,948.28,18.97,3.41,925.90,settled,False
2128,PAY0002128,2499.0,2025-11-15,2025-11-30,card,3666.93,73.34,13.20,3580.39,settled,False
2129,PAY0002129,2500.0,2025-11-12,2025-11-27,upi,3289.87,65.80,11.84,3212.23,settled,False
2130,PAY0002130,2501.0,2025-10-31,2025-11-09,ota_collect,7308.16,146.16,26.31,7135.69,settled,False
2131,PAY0002131,2503.0,2025-11-14,2025-12-14,ota_collect,4214.61,84.29,15.17,4115.15,settled,False
2132,PAY0002132,2504.0,2025-11-16,2025-12-01,ota_collect,4204.18,84.08,15.13,4104.97,settled,False
2133,PAY0002133,2505.0,2025-10-27,2025-11-11,upi,3844.92,76.90,13.84,3754.18,settled,False
2134,PAY0002134,2506.0,2025-10-24,2025-10-25,upi,16419.91,328.40,59.11,16032.40,settled,False
2135,PAY0002135,2507.0,2025-11-10,2025-11-11,netbanking,8077.68,161.55,29.08,7887.05,settled,False
2136,PAY0002136,2508.0,2025-11-15,2025-12-15,wallet,48641.46,972.83,175.11,47493.52,settled,False
2137,PAY0002137,2509.0,2025-10-31,2025-11-30,ota_collect,4328.86,86.58,15.58,4226.70,settled,False
2138,PAY0002138,2510.0,2025-09-19,2025-10-19,ota_collect,12848.65,256.97,46.25,12545.43,settled,False
2139,PAY0002139,2511.0,2025-11-06,2025-11-15,upi,10750.84,215.02,38.70,10497.12,settled,False
2140,PAY0002140,2512.0,2025-11-18,2025-11-25,netbanking,1001.60,20.03,3.61,977.96,settled,False
2141,PAY0002141,2514.0,2025-11-16,2025-11-18,upi,10620.52,212.41,38.23,10369.88,settled,False
2142,PAY0002142,2515.0,2025-11-08,2025-12-08,ota_collect,28867.95,577.36,103.92,28186.67,settled,False
2143,PAY0002143,2516.0,2025-10-26,2025-11-10,ota_collect,31729.60,634.59,114.23,30980.78,settled,False
2144,PAY0002144,2517.0,2025-10-23,2025-10-25,upi,3733.78,74.68,13.44,3645.66,settled,False
2145,PAY0002145,2518.0,2025-11-16,2025-12-16,card,35034.34,700.69,126.12,34207.53,settled,False
2146,PAY0002146,2519.0,2025-11-18,2025-11-18,upi,3658.36,73.17,13.17,3572.02,settled,False
2147,PAY0002147,2520.0,2025-11-13,2025-11-15,netbanking,4463.49,89.27,16.07,4358.15,settled,False
2148,PAY0002148,2521.0,2025-11-18,2025-12-18,ota_collect,3675.47,73.51,13.23,3588.73,settled,False
2149,PAY0002149,2522.0,2025-11-16,2025-11-18,ota_collect,7048.67,140.97,25.37,6882.33,settled,False
2150,PAY0002150,2523.0,2025-11-10,2025-11-25,upi,10448.60,208.97,37.61,10202.02,settled,False
2151,PAY0002151,2524.0,2025-11-18,2025-11-25,cash,1135.94,0.00,0.00,1135.94,settled,False
2152,PAY0002152,2525.0,2025-11-14,2025-11-29,ota_collect,3257.22,65.14,11.73,3180.35,settled,False
2153,PAY0002153,2526.0,2025-11-05,2025-11-07,netbanking,3670.93,73.42,13.22,3584.29,settled,False
2154,PAY0002154,2527.0,2025-11-15,2025-11-24,upi,10586.84,211.74,38.11,10336.99,settled,False
2155,PAY0002155,2528.0,2025-09-28,2025-09-29,upi,3325.98,66.52,11.97,3247.49,settled,False
2156,PAY0002156,2529.0,2025-11-18,2025-12-03,card,3948.75,78.98,14.22,3855.55,settled,False
2157,PAY0002157,2530.0,2025-11-19,2025-11-26,ota_collect,995.96,19.92,3.59,972.45,settled,False
2158,PAY0002158,2531.0,2025-11-05,2025-11-20,upi,17323.12,346.46,62.36,16914.30,settled,False
2159,PAY0002159,2532.0,2025-11-20,2025-11-27,upi,1457.35,29.15,5.25,1422.95,settled,False
2160,PAY0002160,2533.0,2025-11-12,2025-11-14,upi,11290.99,225.82,40.65,11024.52,settled,False
2161,PAY0002161,2534.0,2025-11-18,2025-11-20,netbanking,13445.81,268.92,48.41,13128.48,settled,False
2162,PAY0002162,2535.0,2025-11-16,2025-11-25,upi,4479.91,89.60,16.13,4374.18,settled,False
2163,PAY0002163,2536.0,2025-11-17,2025-12-17,upi,8771.66,175.43,31.58,8564.65,settled,False
2164,PAY0002164,2537.0,2025-11-11,2025-12-11,ota_collect,74129.16,1482.58,266.86,72379.72,settled,False
2165,PAY0002165,2538.0,2025-11-15,2025-11-24,upi,19443.19,388.86,69.99,18984.34,settled,False
2166,PAY0002166,2539.0,2025-11-19,2025-12-04,upi,7397.39,147.95,26.63,7222.81,settled,False
2167,PAY0002167,2540.0,2025-11-20,2025-11-20,card,8598.01,171.96,30.95,8395.10,settled,False
2168,PAY0002168,2541.0,2025-11-09,2025-11-24,card,26883.44,537.67,96.78,26248.99,settled,False
2169,PAY0002169,2542.0,2025-11-15,2025-11-24,netbanking,9647.16,192.94,34.73,9419.49,settled,False
2170,PAY0002170,2543.0,2025-11-12,2025-11-14,card,7737.68,154.75,27.86,7555.07,settled,False
2171,PAY0002171,2544.0,2025-11-18,2025-12-18,netbanking,19820.65,396.41,71.35,19352.89,settled,False
2172,PAY0002172,2545.0,2025-11-03,2025-11-04,netbanking,53834.16,1076.68,193.80,52563.68,settled,False
2173,PAY0002173,2547.0,2025-11-12,2025-12-12,cash,8188.94,0.00,0.00,8188.94,settled,False
2174,PAY0002174,2548.0,2025-11-20,2025-11-27,ota_collect,1186.36,23.73,4.27,1158.36,settled,False
2175,PAY0002175,2549.0,2025-11-12,2025-11-21,netbanking,9019.05,180.38,32.47,8806.20,settled,False
2176,PAY0002176,2550.0,2025-11-20,2025-12-05,card,4161.03,83.22,14.98,4062.83,settled,False
2177,PAY0002177,2551.0,2025-10-25,2025-11-03,wallet,7901.10,158.02,28.44,7714.64,settled,False
2178,PAY0002178,2552.0,2025-11-19,2025-12-19,ota_collect,6069.90,121.40,21.85,5926.65,settled,False
2179,PAY0002179,2553.0,2025-11-17,2025-12-02,card,4321.43,86.43,15.56,4219.44,settled,False
2180,PAY0002180,2554.0,2025-10-20,2025-10-29,netbanking,3922.11,78.44,14.12,3829.55,settled,False
2181,PAY0002181,2555.0,2025-11-18,2025-12-03,upi,10086.58,201.73,36.31,9848.54,settled,False
2182,PAY0002182,2556.0,2025-09-20,2025-10-05,upi,5135.22,102.70,18.49,5014.03,settled,False
2183,PAY0002183,2557.0,2025-11-22,2025-11-29,card,1083.25,21.66,3.90,1057.69,settled,False
2184,PAY0002184,2559.0,2025-08-20,2025-08-21,wallet,13076.22,261.52,47.07,12767.63,settled,False
2185,PAY0002185,2561.0,2025-11-24,2025-11-24,cash,8866.74,0.00,0.00,8866.74,settled,False
2186,PAY0002186,2562.0,2025-11-17,2025-11-19,ota_collect,24196.92,483.94,87.11,23625.87,settled,False
2187,PAY0002187,2563.0,2025-11-22,2025-11-29,netbanking,1073.26,21.47,3.86,1047.93,settled,False
2188,PAY0002188,2564.0,2025-11-13,2025-11-22,upi,20188.96,403.78,72.68,19712.50,settled,False
2189,PAY0002189,2565.0,2025-11-15,2025-12-15,upi,17878.08,357.56,64.36,17456.16,settled,False
2190,PAY0002190,2566.0,2025-11-22,2025-11-24,ota_collect,104161.68,2083.23,374.98,101703.47,settled,False
2191,PAY0002191,2567.0,2025-11-20,2025-12-05,wallet,12831.96,256.64,46.20,12529.12,settled,False
2192,PAY0002192,2568.0,2025-11-15,2025-11-24,card,7787.14,155.74,28.03,7603.37,settled,False
2193,PAY0002193,2569.0,2025-11-14,2025-11-29,card,4319.58,86.39,15.55,4217.64,settled,False
2194,PAY0002194,2570.0,2025-11-12,2025-11-14,card,14366.16,287.32,51.72,14027.12,settled,False
2195,PAY0002195,2571.0,2025-11-16,2025-12-01,ota_collect,21229.98,424.60,76.43,20728.95,settled,False
2196,PAY0002196,2572.0,2025-11-15,2025-11-24,netbanking,7242.02,144.84,26.07,7071.11,settled,False
2197,PAY0002197,2574.0,2025-11-08,2025-12-08,wallet,14669.76,293.40,52.81,14323.55,settled,False
2198,PAY0002198,2575.0,2025-11-24,2025-12-24,upi,106963.86,2139.28,385.07,104439.51,settled,False
2199,PAY0002199,2576.0,2025-11-19,2025-12-19,cash,7522.50,0.00,0.00,7522.50,settled,False
2200,PAY0002200,2577.0,2025-11-20,2025-11-29,card,10944.55,218.89,39.40,10686.26,settled,False
2201,PAY0002201,2578.0,2025-08-29,2025-08-30,card,10158.18,203.16,36.57,9918.45,settled,False
2202,PAY0002202,2579.0,2025-10-19,2025-11-03,upi,7560.90,151.22,27.22,7382.46,settled,False
2203,PAY0002203,2580.0,2025-11-23,2025-12-23,upi,20895.58,417.91,75.22,20402.45,settled,False
2204,PAY0002204,2581.0,2025-11-15,2025-11-16,ota_collect,29557.08,591.14,106.41,28859.53,settled,False
2205,PAY0002205,2582.0,2025-11-20,2025-12-20,upi,10496.06,209.92,37.79,10248.35,settled,False
2206,PAY0002206,2583.0,2025-11-19,2025-11-28,card,8757.92,175.16,31.53,8551.23,settled,False
2207,PAY0002207,2584.0,2025-11-11,2025-11-26,ota_collect,4996.69,99.93,17.99,4878.77,settled,False
2208,PAY0002208,2585.0,2025-11-11,2025-12-11,ota_collect,7066.28,141.33,25.44,6899.51,settled,False
2209,PAY0002209,2586.0,2025-11-16,2025-12-01,upi,13686.90,273.74,49.27,13363.89,settled,False
2210,PAY0002210,2588.0,2025-11-20,2025-11-22,card,9197.02,183.94,33.11,8979.97,settled,False
2211,PAY0002211,2589.0,2025-08-12,2025-08-13,netbanking,8803.08,176.06,31.69,8595.33,settled,False
2212,PAY0002212,2590.0,2025-11-25,2025-11-25,upi,5478.40,109.57,19.72,5349.11,settled,False
2213,PAY0002213,2591.0,2025-10-15,2025-10-24,cash,14261.02,0.00,0.00,14261.02,settled,False
2214,PAY0002214,2592.0,2025-11-22,2025-12-01,upi,12892.73,257.85,46.41,12588.47,settled,False
2215,PAY0002215,2593.0,2025-11-07,2025-12-07,upi,14926.56,298.53,53.74,14574.29,settled,False
2216,PAY0002216,2595.0,2025-11-21,2025-12-06,card,5480.16,109.60,19.73,5350.83,settled,False
2217,PAY0002217,2596.0,2025-11-17,2025-11-19,upi,3569.35,71.39,12.85,3485.11,settled,False
2218,PAY0002218,2597.0,2025-11-23,2025-12-23,ota_collect,43303.60,866.07,155.89,42281.64,settled,False
2219,PAY0002219,2599.0,2025-11-22,2025-11-24,upi,4081.79,81.64,14.70,3985.45,settled,False
2220,PAY0002220,2600.0,2025-11-19,2025-12-19,ota_collect,29208.76,584.18,105.15,28519.43,settled,False
2221,PAY0002221,2601.0,2025-11-21,2025-12-21,upi,10267.60,205.35,36.96,10025.29,settled,False
2222,PAY0002222,2602.0,2025-11-22,2025-12-22,ota_collect,13094.39,261.89,47.14,12785.36,settled,False
2223,PAY0002223,2603.0,2025-11-16,2025-12-01,upi,4054.22,81.08,14.59,3958.55,settled,False
2224,PAY0002224,2604.0,2025-11-19,2025-12-19,ota_collect,3602.72,72.05,12.97,3517.70,settled,False
2225,PAY0002225,2605.0,2025-11-22,2025-12-22,card,44918.69,898.37,161.71,43858.61,settled,False
2226,PAY0002226,2606.0,2025-11-25,2025-12-25,card,86009.70,1720.19,309.63,83979.88,settled,False
2227,PAY0002227,2607.0,2025-11-19,2025-12-04,ota_collect,16802.00,336.04,60.49,16405.47,settled,False
2228,PAY0002228,2609.0,2025-11-21,2025-12-06,ota_collect,19838.13,396.76,71.42,19369.95,settled,False
2229,PAY0002229,2610.0,2025-11-26,2025-12-11,card,5217.65,104.35,18.78,5094.52,settled,False
2230,PAY0002230,2611.0,2025-11-26,2025-12-26,netbanking,19372.13,387.44,69.74,18914.95,settled,False
2231,PAY0002231,2612.0,2025-11-24,2025-11-25,ota_collect,37887.52,757.75,136.39,36993.38,settled,False
2232,PAY0002232,2614.0,2025-11-27,2025-12-04,ota_collect,1225.70,24.51,4.41,1196.78,settled,False
2233,PAY0002233,2616.0,2025-11-27,2025-12-27,netbanking,21481.93,429.64,77.34,20974.95,settled,False
2234,PAY0002234,2618.0,2025-11-28,2025-12-05,ota_collect,1127.18,22.54,4.06,1100.58,settled,False
2235,PAY0002235,2619.0,2025-11-22,2025-11-23,upi,9124.56,182.49,32.85,8909.22,settled,False
2236,PAY0002236,2622.0,2025-11-25,2025-12-25,card,56528.40,1130.57,203.50,55194.33,settled,False
2237,PAY0002237,2623.0,2025-11-28,2025-12-07,upi,7539.42,150.79,27.14,7361.49,settled,False
2238,PAY0002238,2624.0,2025-11-28,2025-12-07,upi,3644.10,72.88,13.12,3558.10,settled,False
2239,PAY0002239,2625.0,2025-11-24,2025-12-09,upi,7860.43,157.21,28.30,7674.92,settled,False
2240,PAY0002240,2626.0,2025-11-24,2025-12-24,upi,24154.56,483.09,86.96,23584.51,settled,False
